Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Test,Electronegativity,dataset
869,ID_0968,Fe3O4,28.33,49.26,mDF,No,0.1,76.37,Uncoated,mouse,skin,MTT,2.75,Small
870,ID_0969,Fe3O4,22.0,49.26,A549,Yes,0.05,65.0,Uncoated,human,lung,NRU,2.75,Small
871,ID_0970,Fe3O4,22.0,49.26,A549,Yes,0.01,87.0,Uncoated,human,lung,NRU,2.75,Small
872,ID_0971,Fe3O4,22.0,49.26,A549,Yes,0.05,56.0,Uncoated,human,lung,MTT,2.75,Small
873,ID_0972,Fe3O4,42.5,49.26,HCMEC,No,0.1,95.72,Uncoated,human,heart,MTT,2.75,Small
874,ID_0973,Fe3O4,42.5,49.26,HCMEC,No,0.02,96.71,Uncoated,human,heart,MTT,2.75,Small
875,ID_0974,Fe3O4,22.0,49.26,A549,Yes,0.025,79.0,Uncoated,human,lung,NRU,2.75,Small
876,ID_0975,Fe3O4,28.33,49.26,hPDLF,No,0.01,48.87,Uncoated,human,teeth,MTT,2.75,Small
877,ID_0976,Fe3O4,28.33,49.26,hPDLF,No,0.0001,51.13,Uncoated,human,teeth,MTT,2.75,Small
878,ID_0977,Fe3O4,28.33,49.26,mDF,No,0.0001,87.48,Uncoated,mouse,skin,MTT,2.75,Small
879,ID_0978,Fe3O4,28.33,49.26,mDF,No,0.1,80.0,Uncoated,mouse,skin,MTT,2.75,Small
880,ID_0979,Fe3O4,28.33,49.26,mDF,No,0.05,87.54,Uncoated,mouse,skin,MTT,2.75,Small
881,ID_0980,Fe3O4,28.33,49.26,mDF,No,0.01,85.39,Uncoated,mouse,skin,MTT,2.75,Small
882,ID_0981,Fe3O4,28.33,49.26,mDF,No,0.001,90.46,Uncoated,mouse,skin,MTT,2.75,Small
883,ID_0982,Fe3O4,28.33,49.26,mDF,No,0.0001,41.74,Uncoated,mouse,skin,MTT,2.75,Small
884,ID_0983,Fe3O4,28.33,49.26,mDF,No,0.0001,83.54,Uncoated,mouse,skin,MTT,2.75,Small
885,ID_0984,Fe3O4,6.0,49.26,A549,Yes,0.0005,97.45,Uncoated,human,lung,MTT,2.75,Small
886,ID_0985,Fe3O4,6.0,49.26,A549,Yes,0.004,91.28,Uncoated,human,lung,MTT,2.75,Small
887,ID_0986,Fe3O4,6.0,49.26,A549,Yes,0.002,94.68,Uncoated,human,lung,MTT,2.75,Small
888,ID_0987,Fe3O4,28.33,49.26,hPDLF,No,0.01,94.3,Uncoated,human,teeth,MTT,2.75,Small
889,ID_0988,Fe3O4,28.33,49.26,mDF,No,0.01,84.35,Uncoated,mouse,skin,MTT,2.75,Small
890,ID_0989,Fe3O4,28.33,49.26,mDF,No,0.1,63.48,Uncoated,mouse,skin,MTT,2.75,Small
891,ID_0990,Fe3O4,6.0,49.26,A549,Yes,0.0005,92.77,Uncoated,human,lung,MTT,2.75,Small
892,ID_0991,Fe3O4,6.0,49.26,HeLa,Yes,0.0005,77.52,Uncoated,human,cervix,MTT,2.75,Small
893,ID_0993,Fe3O4,28.33,49.26,mDF,No,0.05,85.65,Uncoated,mouse,skin,MTT,2.75,Small
894,ID_0994,Fe3O4,6.0,49.26,A549,Yes,0.004,63.4,Uncoated,human,lung,MTT,2.75,Small
895,ID_0995,Fe3O4,6.0,49.26,A549,Yes,0.002,80.43,Uncoated,human,lung,MTT,2.75,Small
896,ID_0996,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,93.66,PEG to the PEI,human,bone marrow,LDH,2.75,Small
897,ID_0997,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.651570349035752e-10,94.19,PEI,mouse,blood,LDH,2.75,Small
898,ID_0998,Fe3O4,13.5,49.26,H4,Yes,2.315326e-07,100.05,Uncoated,human,brain,Live/Dead,2.75,Small
899,ID_0999,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.412892587258939e-10,93.76,PEI,mouse,blood,LDH,2.75,Small
900,ID_1000,Fe3O4,13.5,49.26,H4,Yes,0.0002315326,99.93,Uncoated,human,brain,Live/Dead,2.75,Small
901,ID_1001,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.804631170809616e-11,91.92,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
902,ID_1002,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.402315585404808e-11,83.33,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
903,ID_1003,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,55.68,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
904,ID_1004,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,98.86,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
905,ID_1005,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,56.5,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
906,ID_1006,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,57.06,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
907,ID_1010,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.412892587258939e-10,95.04,PEI,mouse,blood,LDH,2.75,Small
908,ID_1011,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,13.56,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
909,ID_1012,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,2.82,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
910,ID_1014,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,17.51,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
911,ID_1015,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,10.17,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
912,ID_1016,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,38.42,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
913,ID_1017,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,401.99,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
914,ID_1018,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,28.25,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
915,ID_1019,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,95.48,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
916,ID_1020,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,14.12,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
917,ID_1023,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,95.91,PEG to the PEI,human,bone marrow,MTS,2.75,Small
918,ID_1024,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,101.44,PEG to the PEI,human,bone marrow,MTS,2.75,Small
919,ID_1025,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,114.38,PEG to the PEI,human,bone marrow,MTS,2.75,Small
920,ID_1026,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,162.87,PEG to the PEI,human,bone marrow,MTS,2.75,Small
921,ID_1027,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,163.8,PEG to the PEI,human,bone marrow,MTS,2.75,Small
922,ID_1029,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.053159795596625e-11,95.47,PEI,mouse,blood,LDH,2.75,Small
923,ID_1030,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.053159795596625e-11,74.25,PEI,mouse,blood,Live/Dead,2.75,Small
924,ID_1031,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.825785174517878e-10,78.22,PEI,human,bone marrow,LDH,2.75,Small
925,ID_1032,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.825785174517878e-10,59.84,PEI,mouse,blood,Live/Dead,2.75,Small
926,ID_1034,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.651570349035752e-10,46.03,PEI,mouse,blood,Live/Dead,2.75,Small
927,ID_1035,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.053159795596625e-11,88.39,PEI,human,bone marrow,LDH,2.75,Small
928,ID_1038,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,55.93,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
929,ID_1039,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,61.02,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
930,ID_1040,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,37.29,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
931,ID_1041,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,23.73,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
932,ID_1045,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.130314069807151e-09,39.68,PEI,mouse,blood,Live/Dead,2.75,Small
933,ID_1046,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,0.0,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
934,ID_1048,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,100.57,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
935,ID_1049,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,95.09,PEG to the PEI,human,bone marrow,LDH,2.75,Small
936,ID_1050,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,90.33,PEG to the PEI,mouse,blood,LDH,2.75,Small
937,ID_1051,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,89.87,PEG to the PEI,mouse,blood,LDH,2.75,Small
938,ID_1052,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,88.07,PEG to the PEI,mouse,blood,LDH,2.75,Small
939,ID_1053,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,88.06,PEG to the PEI,mouse,blood,LDH,2.75,Small
940,ID_1054,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,91.13,PEG to the PEI,mouse,blood,LDH,2.75,Small
941,ID_1055,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,91.11,PEG to the PEI,mouse,blood,LDH,2.75,Small
942,ID_1056,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,75.57,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
943,ID_1057,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,74.43,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
944,ID_1058,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,53.41,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
945,ID_1059,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,32.95,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
946,ID_1060,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,43.75,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
947,ID_1061,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,69.89,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
948,ID_1062,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,55.11,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
949,ID_1063,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,50.57,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
950,ID_1064,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,92.11,PEG to the PEI,human,bone marrow,LDH,2.75,Small
951,ID_1065,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,91.82,PEG to the PEI,human,bone marrow,LDH,2.75,Small
952,ID_1066,Fe3O4,13.5,49.26,H4,Yes,0.002315326,84.52,Uncoated,human,brain,MTS,2.75,Small
953,ID_1067,Fe3O4,13.5,49.26,H4,Yes,0.0002315326,87.85,Uncoated,human,brain,MTS,2.75,Small
954,ID_1068,Fe3O4,13.5,49.26,H4,Yes,2.315326e-05,93.44,Uncoated,human,brain,MTS,2.75,Small
955,ID_1069,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,95.11,PEG to the PEI,human,bone marrow,LDH,2.75,Small
956,ID_1070,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,92.13,PEG to the PEI,human,bone marrow,LDH,2.75,Small
957,ID_1071,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,92.14,PEG to the PEI,human,bone marrow,LDH,2.75,Small
958,ID_1072,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,84.09,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
959,ID_1073,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,83.52,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
960,ID_1074,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,79.55,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
961,ID_1076,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.130314069807151e-09,94.62,PEI,mouse,blood,LDH,2.75,Small
962,ID_1078,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,90.74,PEG to the PEI,human,bone marrow,LDH,2.75,Small
963,ID_1079,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,91.7,PEG to the PEI,human,bone marrow,LDH,2.75,Small
964,ID_1080,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,93.64,PEG to the PEI,human,bone marrow,LDH,2.75,Small
965,ID_1081,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,61.93,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
966,ID_1082,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,92.44,PEG to the PEI,mouse,blood,LDH,2.75,Small
967,ID_1083,Fe3O4,12.5,49.26,hTERT-BJ1,No,7.174665496957201e-05,49.81,Uncoated,human,foreskin,MTT,2.75,Small
968,ID_1084,Fe3O4,12.5,49.26,hTERT-BJ1,No,3.587332748478601e-05,67.59,Uncoated,human,foreskin,MTT,2.75,Small
969,ID_1085,Fe3O4,12.5,49.26,hTERT-BJ1,No,1.7936663742393e-05,72.87,Uncoated,human,foreskin,MTT,2.75,Small
970,ID_1086,Fe3O4,12.5,49.26,hTERT-BJ1,No,7.174665496957202e-06,84.94,Uncoated,human,foreskin,MTT,2.75,Small
971,ID_1087,Fe3O4,12.5,49.26,hTERT-BJ1,No,3.587332748478601e-06,97.39,Uncoated,human,foreskin,MTT,2.75,Small
972,ID_1088,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.130314069807151e-09,92.48,PEI,mouse,blood,LDH,2.75,Small
973,ID_1089,Fe3O4,13.5,49.26,H4,Yes,2.315326e-07,101.67,Uncoated,human,brain,MTS,2.75,Small
974,ID_1091,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.130314069807151e-09,87.12,PEI,human,bone marrow,LDH,2.75,Small
975,ID_1092,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,63.55,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
976,ID_1093,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,88.26,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
977,ID_1094,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,107.94,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
978,ID_1095,Fe3O4,326.5,-23.5,Monocytes,No,2.013038793822099e-10,81.74,folic acid with intermediate organic (PEG) coating,human,blood,LDH,2.75,Small
979,ID_1096,Fe3O4,326.5,-23.5,Monocytes,No,4.026077587644198e-11,81.68,folic acid with intermediate organic (PEG) coating,human,blood,LDH,2.75,Small
980,ID_1097,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.402315585404807e-10,85.86,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
981,ID_1098,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.402315585404808e-11,88.38,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
982,ID_1099,Fe3O4,274.1,-27.7,Monocytes,No,6.804631170809616e-11,77.68,folic acid with intermediate inorganic (silica) coating,human,blood,LDH,2.75,Small
983,ID_1100,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.013038793822099e-10,88.11,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
984,ID_1101,Fe3O4,36.0,49.26,A549,Yes,1.501738098930956e-07,56.73,Uncoated,human,lung,MTT,2.75,Small
985,ID_1102,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.710883029594856e-11,21.65,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
986,ID_1103,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.013038793822099e-11,86.73,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
987,ID_1104,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,24.48,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
988,ID_1105,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,93.75,PEG to the PEI,mouse,blood,MTS,2.75,Small
989,ID_1106,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.402315585404808e-12,87.88,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
990,ID_1107,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.804631170809617e-12,86.36,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
991,ID_1108,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.053159795596625e-11,112.66,PEI,human,bone marrow,CellTiterBlue,2.75,Small
992,ID_1109,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,96.08,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
993,ID_1110,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.130314069807151e-09,63.39,PEI,mouse,blood,Live/Dead,2.75,Small
994,ID_1111,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.412892587258939e-10,68.48,PEI,mouse,blood,Live/Dead,2.75,Small
995,ID_1112,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,73.81,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
996,ID_1113,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,73.41,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
997,ID_1114,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,100.05,PEG to the PEI,mouse,blood,MTS,2.75,Small
998,ID_1115,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,75.59,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
999,ID_1116,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,86.61,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
1000,ID_1118,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,108.33,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
1001,ID_1119,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,115.28,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
1002,ID_1120,Fe3O4,326.5,-23.5,Monocytes,No,4.026077587644198e-10,79.8,folic acid with intermediate organic (PEG) coating,human,blood,LDH,2.75,Small
1003,ID_1121,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.27720757398714e-12,110.42,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
1004,ID_1122,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.631182020934381e-12,104.81,PEG to the PEI,mouse,blood,CellTiterBlue,2.75,Small
1005,ID_1123,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.421766059189711e-11,129.37,PEG to the PEI,mouse,blood,MTS,2.75,Small
1006,ID_1124,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.710883029594856e-11,100.4,PEG to the PEI,mouse,blood,MTS,2.75,Small
1007,ID_1125,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,85.12,PEG to the PEI,mouse,blood,MTS,2.75,Small
1008,ID_1126,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.855441514797428e-11,82.95,PEG to the PEI,mouse,blood,Live/Dead,2.75,Small
1009,ID_1127,Fe3O4,13.5,49.26,H4,Yes,0.002315326,98.66,Uncoated,human,brain,Live/Dead,2.75,Small
1010,ID_1128,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.026077587644198e-11,90.68,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1011,ID_1129,Fe3O4,36.0,49.26,A549,Yes,7.508690494654784e-08,78.23,Uncoated,human,lung,NR,2.75,Small
1012,ID_1130,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,404.81,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
1013,ID_1131,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,64.41,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
1014,ID_1132,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.651570349035752e-10,77.8,PEI,human,bone marrow,LDH,2.75,Small
1015,ID_1133,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.130314069807151e-09,47.29,PEI,human,bone marrow,LDH,2.75,Small
1016,ID_1134,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.130314069807151e-09,75.68,PEI,human,bone marrow,LDH,2.75,Small
1017,ID_1135,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.053159795596625e-11,66.78,PEI,human,bone marrow,LDH,2.75,Small
1018,ID_1136,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.412892587258939e-10,65.93,PEI,human,bone marrow,LDH,2.75,Small
1019,ID_1138,Fe3O4,274.1,-27.7,Monocytes,No,6.804631170809617e-12,82.58,folic acid with intermediate inorganic (silica) coating,human,blood,LDH,2.75,Small
1020,ID_1139,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.651570349035752e-10,64.24,PEI,human,bone marrow,LDH,2.75,Small
1021,ID_1140,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.130314069807151e-09,57.46,PEI,human,bone marrow,LDH,2.75,Small
1022,ID_1141,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.412892587258939e-10,48.56,PEI,human,bone marrow,LDH,2.75,Small
1023,ID_1142,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.825785174517878e-10,49.75,PEI,human,bone marrow,LDH,2.75,Small
1024,ID_1143,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.651570349035752e-10,49.83,PEI,human,bone marrow,LDH,2.75,Small
1025,ID_1144,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,240.89,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
1026,ID_1145,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.27720757398714e-12,248.3,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
1027,ID_1146,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.855441514797428e-11,323.38,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
1028,ID_1147,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.421766059189711e-11,3.95,PEG to the PEI,human,bone marrow,Live/Dead,2.75,Small
1029,ID_1148,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.053159795596625e-11,53.64,PEI,human,bone marrow,LDH,2.75,Small
1030,ID_1149,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.053159795596625e-11,75.25,PEI,human,bone marrow,LDH,2.75,Small
1031,ID_1150,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.412892587258939e-10,76.95,PEI,human,bone marrow,LDH,2.75,Small
1032,ID_1151,Fe3O4,274.1,-27.7,Monocytes,No,3.402315585404808e-11,77.62,folic acid with intermediate inorganic (silica) coating,human,blood,LDH,2.75,Small
1033,ID_1152,Fe3O4,274.1,-27.7,Monocytes,No,3.402315585404807e-10,91.81,folic acid with intermediate inorganic (silica) coating,human,blood,LDH,2.75,Small
1034,ID_1153,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.402315585404808e-12,93.43,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
1035,ID_1154,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.804631170809616e-11,89.39,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
1036,ID_1155,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.402315585404807e-10,85.35,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
1037,ID_1157,Fe3O4,274.1,-27.7,Monocytes,No,3.402315585404808e-12,97.09,folic acid with intermediate inorganic (silica) coating,human,blood,LDH,2.75,Small
1038,ID_1158,Fe3O4,326.5,-23.5,Monocytes,No,2.013038793822099e-11,83.12,folic acid with intermediate organic (PEG) coating,human,blood,LDH,2.75,Small
1039,ID_1159,Fe3O4,326.5,-23.5,Monocytes,No,2.013038793822099e-12,97.07,folic acid with intermediate organic (PEG) coating,human,blood,LDH,2.75,Small
1040,ID_1160,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.026077587644198e-10,86.01,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1041,ID_1161,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.013038793822099e-10,88.09,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1042,ID_1162,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.013038793822099e-11,92.73,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1043,ID_1163,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.026077587644198e-12,98.83,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1044,ID_1164,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.013038793822099e-12,97.88,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1045,ID_1165,Fe3O4,326.5,-23.5,Monocytes,No,4.026077587644198e-12,83.56,folic acid with intermediate organic (PEG) coating,human,blood,LDH,2.75,Small
1046,ID_1166,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.026077587644198e-10,85.53,folic acid with intermediate organic (PEG) coating,human,ovary,MTT,2.75,Small
1047,ID_1167,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.804631170809613e-10,83.84,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
1048,ID_1168,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.631182020934381e-12,103.44,PEG to the PEI,human,bone marrow,CellTiterBlue,2.75,Small
1049,ID_1169,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.804631170809617e-12,87.37,folic acid with intermediate inorganic (silica) coating,human,ovary,MTT,2.75,Small
