Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Test,Electronegativity,dataset
1500,ID_1643,SiO2,59.72,-35.9,A549,Yes,0.2,64.02,Uncoated,human,lung,MTT,2.93,Small
1501,ID_1644,SiO2,59.72,-35.9,A549,Yes,0.5,62.28,Uncoated,human,lung,MTT,2.93,Small
1502,ID_1645,SiO2,100.33,-35.9,A549,Yes,0.01,89.83,Uncoated,human,lung,MTT,2.93,Small
1503,ID_1646,SiO2,100.33,-35.9,A549,Yes,0.05,70.47,Uncoated,human,lung,MTT,2.93,Small
1504,ID_1647,SiO2,100.33,-35.9,A549,Yes,0.1,71.46,Uncoated,human,lung,MTT,2.93,Small
1505,ID_1648,SiO2,100.33,-35.9,A549,Yes,0.2,65.76,Uncoated,human,lung,MTT,2.93,Small
1506,ID_1649,SiO2,100.33,-35.9,A549,Yes,0.5,72.7,Uncoated,human,lung,MTT,2.93,Small
1507,ID_1650,SiO2,199.89,-35.9,A549,Yes,0.01,75.19,Uncoated,human,lung,MTT,2.93,Small
1508,ID_1651,SiO2,199.89,-35.9,A549,Yes,0.05,63.03,Uncoated,human,lung,MTT,2.93,Small
1509,ID_1652,SiO2,19.4,-35.9,A549,Yes,0.064,104.41,Uncoated,human,lung,CCK-8,2.93,Small
1510,ID_1653,SiO2,59.72,-35.9,HepG2,Yes,0.1,60.92,Uncoated,human,liver,MTT,2.93,Small
1511,ID_1654,SiO2,120.0,-35.9,A549,Yes,0.1,91.27,Uncoated,human,lung,MTT,2.93,Small
1512,ID_1655,SiO2,199.89,-35.9,A549,Yes,0.1,62.28,Uncoated,human,lung,MTT,2.93,Small
1513,ID_1656,SiO2,59.72,-35.9,A549,Yes,0.05,53.3,Uncoated,human,lung,MTT,2.93,Small
1514,ID_1657,SiO2,21.06,-35.9,A549,Yes,0.5,44.65,Uncoated,human,lung,MTT,2.93,Small
1515,ID_1658,SiO2,21.06,-35.9,A549,Yes,0.01,76.92,Uncoated,human,lung,MTT,2.93,Small
1516,ID_1659,SiO2,19.4,-35.9,16HBE,No,0.016,102.73,Uncoated,human,respiratorytract,CCK-8,2.93,Small
1517,ID_1660,SiO2,19.4,-35.9,16HBE,No,0.032,103.64,Uncoated,human,respiratorytract,CCK-8,2.93,Small
1518,ID_1661,SiO2,19.4,-35.9,16HBE,No,0.064,106.22,Uncoated,human,respiratorytract,CCK-8,2.93,Small
1519,ID_1662,SiO2,19.4,-35.9,16HBE,No,0.128,72.99,Uncoated,human,respiratorytract,CCK-8,2.93,Small
1520,ID_1663,SiO2,50.0,-35.9,HaCat,No,0.2,36.13,Uncoated,human,skin,MTT,2.93,Small
1521,ID_1664,SiO2,50.0,-35.9,HaCat,No,0.1,52.47,Uncoated,human,skin,MTT,2.93,Small
1522,ID_1665,SiO2,50.0,-35.9,HaCat,No,0.075,94.64,Uncoated,human,skin,MTT,2.93,Small
1523,ID_1666,SiO2,50.0,-35.9,HaCat,No,0.025,99.59,Uncoated,human,skin,MTT,2.93,Small
1524,ID_1667,SiO2,59.72,-35.9,A549,Yes,0.01,96.58,Uncoated,human,lung,MTT,2.93,Small
1525,ID_1668,SiO2,19.4,-35.9,A549,Yes,0.032,103.04,Uncoated,human,lung,CCK-8,2.93,Small
1526,ID_1669,SiO2,19.4,-35.9,16HBE,No,0.256,20.82,Uncoated,human,respiratorytract,CCK-8,2.93,Small
1527,ID_1670,SiO2,21.06,-35.9,A549,Yes,0.2,62.28,Uncoated,human,lung,MTT,2.93,Small
1528,ID_1671,SiO2,59.72,-35.9,A549,Yes,0.01,100.99,Uncoated,human,lung,MTT,2.93,Small
1529,ID_1672,SiO2,100.0,-35.9,HUVEC,No,0.0125,102.24,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1530,ID_1674,SiO2,21.06,-35.9,A549,Yes,0.2,50.57,Uncoated,human,lung,MTT,2.93,Small
1531,ID_1675,SiO2,59.72,-35.9,HepG2,Yes,0.05,65.75,Uncoated,human,liver,MTT,2.93,Small
1532,ID_1676,SiO2,199.89,-35.9,NIH3T3,No,0.2,22.68,Uncoated,mouse,embryo,MTT,2.93,Small
1533,ID_1677,SiO2,21.06,-35.9,HepG2,Yes,0.5,46.44,Uncoated,human,liver,MTT,2.93,Small
1534,ID_1678,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,95.32,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1535,ID_1679,SiO2,199.89,-35.9,HepG2,Yes,0.05,63.5,Uncoated,human,liver,MTT,2.93,Small
1536,ID_1680,SiO2,199.89,-35.9,HepG2,Yes,0.01,64.14,Uncoated,human,liver,MTT,2.93,Small
1537,ID_1681,SiO2,100.33,-35.9,HepG2,Yes,0.5,64.48,Uncoated,human,liver,MTT,2.93,Small
1538,ID_1682,SiO2,20.0,-35.9,HUVEC,No,0.025,79.29,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1539,ID_1683,SiO2,21.06,-35.9,HepG2,Yes,0.05,61.07,Uncoated,human,liver,MTT,2.93,Small
1540,ID_1684,SiO2,21.06,-35.9,HepG2,Yes,0.1,59.61,Uncoated,human,liver,MTT,2.93,Small
1541,ID_1685,SiO2,21.06,-35.9,HepG2,Yes,0.2,59.12,Uncoated,human,liver,MTT,2.93,Small
1542,ID_1686,SiO2,21.06,-35.9,HepG2,Yes,0.5,58.15,Uncoated,human,liver,MTT,2.93,Small
1543,ID_1687,SiO2,21.06,-35.9,NIH3T3,No,0.01,45.58,Uncoated,mouse,embryo,MTT,2.93,Small
1544,ID_1688,SiO2,199.89,-35.9,NIH3T3,No,0.5,24.88,Uncoated,mouse,embryo,MTT,2.93,Small
1545,ID_1690,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,86.27,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1546,ID_1691,SiO2,199.89,-35.9,NIH3T3,No,0.1,32.68,Uncoated,mouse,embryo,MTT,2.93,Small
1547,ID_1692,SiO2,199.89,-35.9,NIH3T3,No,0.5,12.24,Uncoated,mouse,embryo,MTT,2.93,Small
1548,ID_1693,SiO2,20.0,-35.9,HUVEC,No,0.00625,87.69,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1549,ID_1694,SiO2,199.89,-35.9,A549,Yes,0.1,50.11,Uncoated,human,lung,MTT,2.93,Small
1550,ID_1695,SiO2,199.89,-35.9,A549,Yes,0.2,50.8,Uncoated,human,lung,MTT,2.93,Small
1551,ID_1696,SiO2,199.89,-35.9,A549,Yes,0.5,45.33,Uncoated,human,lung,MTT,2.93,Small
1552,ID_1697,SiO2,21.06,-35.9,NIH3T3,No,0.01,65.37,Uncoated,mouse,embryo,MTT,2.93,Small
1553,ID_1698,SiO2,21.06,-35.9,NIH3T3,No,0.05,50.0,Uncoated,mouse,embryo,MTT,2.93,Small
1554,ID_1699,SiO2,21.06,-35.9,NIH3T3,No,0.1,44.39,Uncoated,mouse,embryo,MTT,2.93,Small
1555,ID_1700,SiO2,21.06,-35.9,NIH3T3,No,0.2,38.05,Uncoated,mouse,embryo,MTT,2.93,Small
1556,ID_1701,SiO2,21.06,-35.9,NIH3T3,No,0.5,34.15,Uncoated,mouse,embryo,MTT,2.93,Small
1557,ID_1702,SiO2,21.06,-35.9,HepG2,Yes,0.01,68.86,Uncoated,human,liver,MTT,2.93,Small
1558,ID_1703,SiO2,100.33,-35.9,HepG2,Yes,0.2,63.99,Uncoated,human,liver,MTT,2.93,Small
1559,ID_1704,SiO2,20.0,-35.9,HUVEC,No,0.0125,83.58,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1560,ID_1705,SiO2,59.72,-35.9,NIH3T3,No,0.01,87.53,Uncoated,mouse,embryo,MTT,2.93,Small
1561,ID_1706,SiO2,20.0,-35.9,HFL1,No,0.75,56.42,Uncoated,human,lung,MTT,2.93,Small
1562,ID_1707,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,69.47,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1563,ID_1709,SiO2,50.0,-35.9,HUVEC,No,0.0125,94.4,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1564,ID_1710,SiO2,199.89,-35.9,HepG2,Yes,0.1,62.29,Uncoated,human,liver,MTT,2.93,Small
1565,ID_1711,SiO2,20.0,-35.9,HUVEC,No,0.05,82.28,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1566,ID_1712,SiO2,199.89,-35.9,HepG2,Yes,0.2,60.58,Uncoated,human,liver,MTT,2.93,Small
1567,ID_1713,SiO2,31.4,-35.9,HUVEC,No,0.015,87.08,Uncoated,human,umbilical vein,CVS,2.93,Small
1568,ID_1714,SiO2,199.89,-35.9,HepG2,Yes,0.5,58.15,Uncoated,human,liver,MTT,2.93,Small
1569,ID_1715,SiO2,21.06,-35.9,HepG2,Yes,0.01,57.01,Uncoated,human,liver,MTT,2.93,Small
1570,ID_1716,SiO2,21.06,-35.9,HepG2,Yes,0.05,55.17,Uncoated,human,liver,MTT,2.93,Small
1571,ID_1718,SiO2,21.06,-35.9,HepG2,Yes,0.2,49.42,Uncoated,human,liver,MTT,2.93,Small
1572,ID_1719,SiO2,31.4,-35.9,HUVEC,No,0.02,82.5,Uncoated,human,umbilical vein,CVS,2.93,Small
1573,ID_1720,SiO2,199.89,-35.9,HepG2,Yes,0.01,68.86,Uncoated,human,liver,MTT,2.93,Small
1574,ID_1721,SiO2,56.7,-35.9,HUVEC,No,0.025,79.79,Uncoated,human,umbilical vein,CVS,2.93,Small
1575,ID_1722,SiO2,56.7,-35.9,HUVEC,No,0.015,86.25,Uncoated,human,umbilical vein,CVS,2.93,Small
1576,ID_1723,SiO2,56.7,-35.9,HUVEC,No,0.01,90.62,Uncoated,human,umbilical vein,CVS,2.93,Small
1577,ID_1724,SiO2,56.7,-35.9,HUVEC,No,0.005,92.5,Uncoated,human,umbilical vein,CVS,2.93,Small
1578,ID_1725,SiO2,31.4,-35.9,HUVEC,No,0.025,74.17,Uncoated,human,umbilical vein,CVS,2.93,Small
1579,ID_1726,SiO2,10.0,-35.9,RAW 264.7,Yes,0.1,71.73,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1580,ID_1727,SiO2,20.0,-35.9,HFL1,No,1.0,50.65,Uncoated,human,lung,MTT,2.93,Small
1581,ID_1728,SiO2,20.0,-35.9,HFL1,No,1.5,42.46,Uncoated,human,lung,MTT,2.93,Small
1582,ID_1729,SiO2,19.1,-35.9,L-132,Yes,0.2,77.83,Uncoated,human,lung,MTT,2.93,Small
1583,ID_1730,SiO2,19.1,-35.9,L-132,Yes,0.1,89.48,Uncoated,human,lung,MTT,2.93,Small
1584,ID_1731,SiO2,10.0,-35.9,RAW 264.7,Yes,0.01,91.76,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1585,ID_1732,SiO2,10.0,-35.9,RAW 264.7,Yes,0.001,94.02,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1586,ID_1733,SiO2,10.0,-35.9,RAW 264.7,Yes,1.0,9.69,Uncoated,mouse,ascites,Live/Dead,2.93,Small
1587,ID_1734,SiO2,56.7,-35.9,HUVEC,No,0.02,84.17,Uncoated,human,umbilical vein,CVS,2.93,Small
1588,ID_1735,SiO2,100.33,-35.9,NIH3T3,No,0.5,17.23,Uncoated,mouse,embryo,MTT,2.93,Small
1589,ID_1736,SiO2,59.72,-35.9,HepG2,Yes,0.05,67.4,Uncoated,human,liver,MTT,2.93,Small
1590,ID_1737,SiO2,100.33,-35.9,NIH3T3,No,0.2,27.89,Uncoated,mouse,embryo,MTT,2.93,Small
1591,ID_1738,SiO2,21.8,-35.9,HUVEC,No,0.025,36.46,Uncoated,human,umbilical vein,CVS,2.93,Small
1592,ID_1739,SiO2,31.4,-35.9,HUVEC,No,0.005,97.29,Uncoated,human,umbilical vein,CVS,2.93,Small
1593,ID_1740,SiO2,31.4,-35.9,HUVEC,No,0.01,93.96,Uncoated,human,umbilical vein,CVS,2.93,Small
1594,ID_1741,SiO2,59.72,-35.9,HepG2,Yes,0.5,53.04,Uncoated,human,liver,MTT,2.93,Small
1595,ID_1742,SiO2,100.33,-35.9,HepG2,Yes,0.01,68.61,Uncoated,human,liver,MTT,2.93,Small
1596,ID_1743,SiO2,100.33,-35.9,HepG2,Yes,0.05,66.42,Uncoated,human,liver,MTT,2.93,Small
1597,ID_1744,SiO2,100.33,-35.9,HepG2,Yes,0.1,65.21,Uncoated,human,liver,MTT,2.93,Small
1598,ID_1745,SiO2,100.33,-35.9,HepG2,Yes,0.05,58.16,Uncoated,human,liver,MTT,2.93,Small
1599,ID_1746,SiO2,100.33,-35.9,HepG2,Yes,0.01,66.44,Uncoated,human,liver,MTT,2.93,Small
1600,ID_1747,SiO2,59.72,-35.9,HepG2,Yes,0.5,42.3,Uncoated,human,liver,MTT,2.93,Small
1601,ID_1748,SiO2,59.72,-35.9,HepG2,Yes,0.2,54.71,Uncoated,human,liver,MTT,2.93,Small
1602,ID_1749,SiO2,59.72,-35.9,NIH3T3,No,0.5,5.12,Uncoated,mouse,embryo,MTT,2.93,Small
1603,ID_1750,SiO2,21.8,-35.9,HUVEC,No,0.02,45.42,Uncoated,human,umbilical vein,CVS,2.93,Small
1604,ID_1751,SiO2,100.33,-35.9,NIH3T3,No,0.01,53.9,Uncoated,mouse,embryo,MTT,2.93,Small
1605,ID_1752,SiO2,100.33,-35.9,NIH3T3,No,0.1,34.88,Uncoated,mouse,embryo,MTT,2.93,Small
1606,ID_1753,SiO2,100.33,-35.9,NIH3T3,No,0.2,30.24,Uncoated,mouse,embryo,MTT,2.93,Small
1607,ID_1754,SiO2,100.33,-35.9,NIH3T3,No,0.5,29.02,Uncoated,mouse,embryo,MTT,2.93,Small
1608,ID_1755,SiO2,199.89,-35.9,NIH3T3,No,0.01,50.0,Uncoated,mouse,embryo,MTT,2.93,Small
1609,ID_1756,SiO2,199.89,-35.9,NIH3T3,No,0.05,40.73,Uncoated,mouse,embryo,MTT,2.93,Small
1610,ID_1757,SiO2,59.72,-35.9,HepG2,Yes,0.01,99.76,Uncoated,human,liver,MTT,2.93,Small
1611,ID_1758,SiO2,59.72,-35.9,HepG2,Yes,0.1,66.42,Uncoated,human,liver,MTT,2.93,Small
1612,ID_1759,SiO2,50.0,-35.9,HUVEC,No,0.00625,96.83,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1613,ID_1760,SiO2,100.33,-35.9,HepG2,Yes,0.1,56.32,Uncoated,human,liver,MTT,2.93,Small
1614,ID_1761,SiO2,21.8,-35.9,HUVEC,No,0.015,63.96,Uncoated,human,umbilical vein,CVS,2.93,Small
1615,ID_1762,SiO2,21.8,-35.9,HUVEC,No,0.01,80.21,Uncoated,human,umbilical vein,CVS,2.93,Small
1616,ID_1763,SiO2,21.8,-35.9,HUVEC,No,0.005,92.5,Uncoated,human,umbilical vein,CVS,2.93,Small
1617,ID_1764,SiO2,100.33,-35.9,NIH3T3,No,0.05,44.88,Uncoated,mouse,embryo,MTT,2.93,Small
1618,ID_1765,SiO2,18.3,-35.9,SIRC,No,0.025,97.29,Uncoated,rabbit,cornea,MTT,2.93,Small
1619,ID_1766,SiO2,59.72,-35.9,NIH3T3,No,0.2,42.68,Uncoated,mouse,embryo,MTT,2.93,Small
1620,ID_1767,SiO2,18.3,-35.9,SIRC,No,0.0125,95.6,Uncoated,rabbit,cornea,MTT,2.93,Small
1621,ID_1768,SiO2,100.33,-35.9,NIH3T3,No,0.05,34.47,Uncoated,mouse,embryo,MTT,2.93,Small
1622,ID_1769,SiO2,100.33,-35.9,NIH3T3,No,0.01,42.63,Uncoated,mouse,embryo,MTT,2.93,Small
1623,ID_1770,SiO2,59.72,-35.9,NIH3T3,No,0.5,1.13,Uncoated,mouse,embryo,MTT,2.93,Small
1624,ID_1771,SiO2,59.72,-35.9,NIH3T3,No,0.2,23.36,Uncoated,mouse,embryo,MTT,2.93,Small
1625,ID_1772,SiO2,59.72,-35.9,NIH3T3,No,0.1,30.84,Uncoated,mouse,embryo,MTT,2.93,Small
1626,ID_1773,SiO2,59.72,-35.9,NIH3T3,No,0.05,32.2,Uncoated,mouse,embryo,MTT,2.93,Small
1627,ID_1774,SiO2,21.06,-35.9,NIH3T3,No,0.5,17.01,Uncoated,mouse,embryo,MTT,2.93,Small
1628,ID_1775,SiO2,199.89,-35.9,NIH3T3,No,0.1,24.94,Uncoated,mouse,embryo,MTT,2.93,Small
1629,ID_1776,SiO2,21.06,-35.9,NIH3T3,No,0.2,27.89,Uncoated,mouse,embryo,MTT,2.93,Small
1630,ID_1777,SiO2,21.06,-35.9,NIH3T3,No,0.1,34.92,Uncoated,mouse,embryo,MTT,2.93,Small
1631,ID_1778,SiO2,21.06,-35.9,NIH3T3,No,0.05,38.09,Uncoated,mouse,embryo,MTT,2.93,Small
1632,ID_1779,SiO2,100.33,-35.9,NIH3T3,No,0.1,31.97,Uncoated,mouse,embryo,MTT,2.93,Small
1633,ID_1780,SiO2,199.89,-35.9,NIH3T3,No,0.01,42.18,Uncoated,mouse,embryo,MTT,2.93,Small
1634,ID_1781,SiO2,199.89,-35.9,NIH3T3,No,0.05,29.25,Uncoated,mouse,embryo,MTT,2.93,Small
1635,ID_1782,SiO2,59.72,-35.9,NIH3T3,No,0.01,108.05,Uncoated,mouse,embryo,MTT,2.93,Small
1636,ID_1783,SiO2,59.72,-35.9,NIH3T3,No,0.05,54.15,Uncoated,mouse,embryo,MTT,2.93,Small
1637,ID_1784,SiO2,59.72,-35.9,NIH3T3,No,0.1,49.51,Uncoated,mouse,embryo,MTT,2.93,Small
1638,ID_1785,SiO2,18.3,-35.9,SIRC,No,0.01,94.25,Uncoated,rabbit,cornea,MTT,2.93,Small
1639,ID_1787,SiO2,59.72,-35.9,HepG2,Yes,0.2,62.77,Uncoated,human,liver,MTT,2.93,Small
1640,ID_1788,SiO2,100.33,-35.9,HepG2,Yes,0.5,55.86,Uncoated,human,liver,MTT,2.93,Small
1641,ID_1789,SiO2,12.0,-35.9,RAW 264.7,Yes,0.4,24.89,Uncoated,mouse,ascites,CCK-8,2.93,Small
1642,ID_1790,SiO2,199.89,-35.9,HepG2,Yes,0.05,55.17,Uncoated,human,liver,MTT,2.93,Small
1643,ID_1791,SiO2,199.89,-35.9,HepG2,Yes,0.1,54.02,Uncoated,human,liver,MTT,2.93,Small
1644,ID_1792,SiO2,199.89,-35.9,HepG2,Yes,0.2,51.26,Uncoated,human,liver,MTT,2.93,Small
1645,ID_1793,SiO2,199.89,-35.9,HepG2,Yes,0.5,51.03,Uncoated,human,liver,MTT,2.93,Small
1646,ID_1794,SiO2,18.3,-35.9,SIRC,No,0.001,96.28,Uncoated,rabbit,cornea,MTT,2.93,Small
1647,ID_1795,SiO2,59.72,-35.9,HepG2,Yes,0.01,95.17,Uncoated,human,liver,MTT,2.93,Small
1648,ID_1796,SiO2,50.0,-35.9,HUVEC,No,0.025,89.55,Uncoated,human,umbilical vein,CCK-8,2.93,Small
1649,ID_1797,SiO2,21.06,-35.9,A549,Yes,0.1,61.29,Uncoated,human,lung,MTT,2.93,Small
1650,ID_1798,SiO2,120.0,-35.9,A549,Yes,0.2,86.11,Uncoated,human,lung,MTT,2.93,Small
1651,ID_1799,SiO2,60.0,32.0,HUVEC,No,1.5021075e-08,105.37,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1652,ID_1800,SiO2,60.0,32.0,HUVEC,No,1.5021075e-08,103.87,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1653,ID_1801,SiO2,60.0,32.0,HUVEC,No,1.5021075e-10,108.29,Uncoated,human,umbilical cord,AlamarBlue,2.93,Small
1654,ID_1802,SiO2,14.0,-35.9,RAW 264.7,Yes,3.930729146901029e-08,20.22,Uncoated,mouse,blood,LDH,2.93,Small
1655,ID_1803,SiO2,14.0,-35.9,RAW 264.7,Yes,1.965364573450515e-07,22.88,Uncoated,mouse,blood,LDH,2.93,Small
1656,ID_1804,SiO2,14.0,-35.9,RAW 264.7,Yes,3.930729146901029e-07,33.12,Uncoated,mouse,blood,LDH,2.93,Small
1657,ID_1805,SiO2,369.0,79.0,primary alveolar epithelial cells,No,7.155778236236862e-10,87.09,Uncoated,human,lung,Vialight,2.93,Small
1658,ID_1806,SiO2,369.0,79.0,RAW 264.7,Yes,1.07336673543553e-10,77.91,Uncoated,mouse,blood,Vialight,2.93,Small
1659,ID_1807,SiO2,369.0,79.0,RAW 264.7,Yes,1.07336673543553e-10,59.48,Uncoated,mouse,blood,Vialight,2.93,Small
1660,ID_1808,SiO2,96.0,-11.0,Caco-2,Yes,3.250964740998874e-09,96.59,Digestive enzymes,human,colon,MTT,2.93,Small
1661,ID_1809,SiO2,369.0,79.0,A549,Yes,4.29346694174212e-10,96.97,Uncoated,human,lung,Vialight,2.93,Small
1662,ID_1810,SiO2,369.0,79.0,A549,Yes,1.07336673543553e-10,123.64,Uncoated,human,lung,Vialight,2.93,Small
1663,ID_1811,SiO2,375.4,-26.8,PC12,Yes,1.359199362692383e-09,71.74,Phosphonate,rat,adrenal gland,MTT,2.93,Small
1664,ID_1812,SiO2,29.5,-35.9,Caco-2,Yes,5.32173837449352e-08,103.35,Uncoated,human,colon,Vialight,2.93,Small
1665,ID_1813,SiO2,29.5,-35.9,Caco-2,Yes,2.175575831559191e-07,104.0,Uncoated,human,colon,Vialight,2.93,Small
