Viability (%),Diameter (nm),Zeta potential (mV),Concentration (g/L),Time (h),Electronegativity,Cluster
99.92608,13.5,49.2572217301193,0.0002315326,48,2.75,1
91.91919,274.1,-27.7,6.80463117080962e-11,24,2.75,1
83.333336,274.1,-27.7,3.40231558540481e-11,24,2.75,1
55.68182,361.4,12.1,7.42176605918971e-11,24,2.75,2
98.86364,361.4,12.1,4.63118202093438e-12,72,2.75,1
56.497173,361.4,12.1,3.71088302959485e-11,24,2.75,2
57.062145,361.4,12.1,1.8554415147974297e-11,24,2.75,2
94.188034,145.8,17.7,5.65157034903575e-10,1,2.75,1
95.042735,145.8,17.7,1.41289258725894e-10,1,2.75,1
13.559322,361.4,12.1,3.71088302959485e-11,72,2.75,1
2.8248587,361.4,12.1,7.42176605918971e-11,72,2.75,1
56.497173,361.4,12.1,4.63118202093438e-12,120,2.75,1
17.514124,361.4,12.1,1.8554415147974297e-11,120,2.75,1
10.169492,361.4,12.1,3.71088302959485e-11,120,2.75,1
38.41808,361.4,12.1,4.63118202093438e-12,168,2.75,1
401.9854,361.4,12.1,3.71088302959485e-11,72,2.75,1
28.248587,361.4,12.1,9.277207573987139e-12,168,2.75,1
95.480225,361.4,12.1,4.63118202093438e-12,24,2.75,1
14.124293,361.4,12.1,1.8554415147974297e-11,168,2.75,1
95.042735,145.8,17.7,1.41289258725894e-10,4,2.75,1
95.91124,361.4,12.1,4.63118202093438e-12,72,2.75,1
101.437775,361.4,12.1,9.277207573987139e-12,72,2.75,1
114.38183,361.4,12.1,1.8554415147974297e-11,72,2.75,1
162.86815,361.4,12.1,3.71088302959485e-11,72,2.75,1
163.80347,361.4,12.1,7.42176605918971e-11,72,2.75,1
95.4700856,145.8,17.7,7.05315979559662e-11,1,2.75,1
74.254425,145.8,17.7,7.05315979559662e-11,168,2.75,1
78.220339,145.8,17.7,2.82578517451788e-10,4,2.75,1
59.84001,145.8,17.7,2.82578517451788e-10,168,2.75,1
93.7606835,145.8,17.7,7.05315979559662e-11,4,2.75,1
46.02516,145.8,17.7,5.65157034903575e-10,168,2.75,1
88.389831,145.8,17.7,7.05315979559662e-11,1,2.75,1
55.932205,361.4,12.1,7.42176605918971e-11,24,2.75,2
61.01695,361.4,12.1,4.63118202093438e-12,72,2.75,1
37.288136,361.4,12.1,9.277207573987139e-12,72,2.75,1
23.728813,361.4,12.1,1.8554415147974297e-11,72,2.75,1
93.7606835,145.8,17.7,7.05315979559662e-11,24,2.75,1
94.188034,145.8,17.7,1.13031406980715e-09,4,2.75,1
39.68158,145.8,17.7,1.13031406980715e-09,168,2.75,1
0.0,361.4,12.1,3.71088302959485e-11,168,2.75,1
100.568184,361.4,12.1,4.63118202093438e-12,24,2.75,1
95.0878506,361.4,12.1,1.8554415147974297e-11,4,2.75,1
90.333368,361.4,12.1,3.71088302959485e-11,72,2.75,1
89.871091,361.4,12.1,1.8554415147974297e-11,72,2.75,1
88.072168,361.4,12.1,9.277207573987139e-12,72,2.75,1
88.05896,361.4,12.1,4.63118202093438e-12,72,2.75,1
91.132449,361.4,12.1,7.42176605918971e-11,24,2.75,1
91.113958,361.4,12.1,3.71088302959485e-11,24,2.75,1
75.568184,361.4,12.1,9.277207573987139e-12,120,2.75,1
74.431816,361.4,12.1,1.8554415147974297e-11,120,2.75,1
53.409092,361.4,12.1,3.71088302959485e-11,120,2.75,1
32.954544,361.4,12.1,7.42176605918971e-11,168,2.75,1
43.75,361.4,12.1,7.42176605918971e-11,120,2.75,1
69.88636,361.4,12.1,4.63118202093438e-12,168,2.75,1
55.113636,361.4,12.1,1.8554415147974297e-11,168,2.75,1
50.56818,361.4,12.1,3.71088302959485e-11,168,2.75,1
92.11166,361.4,12.1,4.63118202093438e-12,1,2.75,1
91.820905,361.4,12.1,7.42176605918971e-11,4,2.75,1
84.520706,13.5,49.2572217301193,0.002315326,48,2.75,1
87.846344,13.5,49.2572217301193,0.0002315326,48,2.75,1
93.43899,13.5,49.2572217301193,2.315326e-05,48,2.75,1
95.105321,361.4,12.1,3.71088302959485e-11,4,2.75,1
92.1278825,361.4,12.1,9.277207573987139e-12,1,2.75,1
92.141609,361.4,12.1,1.8554415147974297e-11,1,2.75,1
84.09091,361.4,12.1,9.277207573987139e-12,24,2.75,1
83.52273,361.4,12.1,1.8554415147974297e-11,24,2.75,1
79.545456,361.4,12.1,3.71088302959485e-11,24,2.75,1
94.6153846,145.8,17.7,1.13031406980715e-09,24,2.75,1
95.4700856,145.8,17.7,2.82578517451788e-10,4,2.75,1
90.741489,361.4,12.1,3.71088302959485e-11,1,2.75,1
91.701108,361.4,12.1,7.42176605918971e-11,1,2.75,1
93.644055,361.4,12.1,4.63118202093438e-12,4,2.75,1
61.93182,361.4,12.1,9.277207573987139e-12,168,2.75,1
92.436074,361.4,12.1,1.8554415147974297e-11,24,2.75,1
49.814953,12.5,49.2572217301193,7.1746654969572e-05,28,2.75,1
67.59135,12.5,49.2572217301193,3.5873327484786e-05,27,2.75,1
72.867615,12.5,49.2572217301193,1.7936663742393e-05,26,2.75,1
84.941284,12.5,49.2572217301193,7.1746654969572e-06,25,2.75,1
97.3923,12.5,49.2572217301193,3.5873327484786e-06,24,2.75,1
92.4786325,145.8,17.7,1.13031406980715e-09,72,2.75,1
101.673546,13.5,49.2572217301193,2.315326e-07,48,2.75,1
87.118644,145.8,17.7,1.13031406980715e-09,1,2.75,1
63.54501,361.4,12.1,1.8554415147974297e-11,72,2.75,1
88.25786,361.4,12.1,9.277207573987139e-12,72,2.75,1
107.93651,361.4,12.1,7.42176605918971e-11,72,2.75,1
81.74228,326.5,-23.5,2.0130387938221e-10,24,2.75,1
81.67816,326.5,-23.5,4.0260775876442003e-11,24,2.75,1
85.85859,274.1,-27.7,3.40231558540481e-10,24,2.75,1
88.383835,274.1,-27.7,3.40231558540481e-11,48,2.75,1
77.682976,274.1,-27.7,6.80463117080962e-11,24,2.75,1
88.110214,326.5,-23.5,2.0130387938221e-10,24,2.75,1
56.729298,36.0,49.2572217301193,1.50173809893096e-07,24,2.75,1
21.650686,361.4,12.1,3.71088302959485e-11,72,2.75,1
86.72798,326.5,-23.5,2.0130387938221002e-11,24,2.75,1
24.476988,361.4,12.1,7.42176605918971e-11,72,2.75,1
93.75041,361.4,12.1,9.277207573987139e-12,72,2.75,1
87.878784,274.1,-27.7,3.40231558540481e-12,24,2.75,1
86.36364,274.1,-27.7,6.80463117080962e-12,24,2.75,1
112.66376,145.8,17.7,7.05315979559662e-11,72,2.75,1
96.080734,361.4,12.1,4.63118202093438e-12,72,2.75,1
63.3877,145.8,17.7,1.13031406980715e-09,120,2.75,1
68.484,145.8,17.7,1.41289258725894e-10,168,2.75,1
73.809525,361.4,12.1,7.42176605918971e-11,72,2.75,1
73.4127,361.4,12.1,3.71088302959485e-11,72,2.75,1
100.04899,361.4,12.1,4.63118202093438e-12,72,2.75,1
75.59442,361.4,12.1,1.8554415147974297e-11,72,2.75,1
86.60592,361.4,12.1,9.277207573987139e-12,72,2.75,1
108.333336,361.4,12.1,3.71088302959485e-11,72,2.75,1
115.27696,361.4,12.1,1.8554415147974297e-11,72,2.75,1
79.795074,326.5,-23.5,4.0260775876442e-10,24,2.75,1
110.41544,361.4,12.1,9.277207573987139e-12,72,2.75,1
104.809265,361.4,12.1,4.63118202093438e-12,72,2.75,1
129.36508,361.4,12.1,7.42176605918971e-11,72,2.75,1
100.39683,361.4,12.1,3.71088302959485e-11,72,2.75,1
85.119865,361.4,12.1,1.8554415147974297e-11,72,2.75,1
82.954544,361.4,12.1,1.8554415147974297e-11,72,2.75,1
98.65619,13.5,49.2572217301193,0.002315326,48,2.75,1
90.683495,326.5,-23.5,4.0260775876442003e-11,24,2.75,1
78.22526,36.0,49.2572217301193,7.50869049465478e-08,24,2.75,1
404.8117,361.4,12.1,7.42176605918971e-11,72,2.75,1
64.40678,361.4,12.1,9.277207573987139e-12,24,2.75,2
77.79661,145.8,17.7,5.65157034903575e-10,4,2.75,1
47.288136,145.8,17.7,1.13031406980715e-09,72,2.75,1
75.677965,145.8,17.7,1.13031406980715e-09,4,2.75,1
66.77966,145.8,17.7,7.05315979559662e-11,24,2.75,1
65.932205,145.8,17.7,1.41289258725894e-10,24,2.75,1
82.5811,274.1,-27.7,6.80463117080962e-12,24,2.75,1
64.23729,145.8,17.7,5.65157034903575e-10,24,2.75,1
57.457626,145.8,17.7,1.13031406980715e-09,24,2.75,1
48.559322,145.8,17.7,1.41289258725894e-10,72,2.75,1
49.74576,145.8,17.7,2.82578517451788e-10,72,2.75,1
49.83051,145.8,17.7,5.65157034903575e-10,72,2.75,1
240.88625,361.4,12.1,4.63118202093438e-12,72,2.75,1
248.2997,361.4,12.1,9.277207573987139e-12,72,2.75,1
323.37766,361.4,12.1,1.8554415147974297e-11,72,2.75,1
3.9548023,361.4,12.1,7.42176605918971e-11,120,2.75,1
53.64407,145.8,17.7,7.05315979559662e-11,72,2.75,1
75.254238,145.8,17.7,7.05315979559662e-11,4,2.75,1
76.949152,145.8,17.7,1.41289258725894e-10,4,2.75,1
77.617546,274.1,-27.7,3.40231558540481e-11,24,2.75,1
91.81465,274.1,-27.7,3.40231558540481e-10,24,2.75,1
93.43434,274.1,-27.7,3.40231558540481e-12,48,2.75,1
89.393936,274.1,-27.7,6.80463117080962e-11,48,2.75,1
85.35354,274.1,-27.7,3.40231558540481e-10,48,2.75,1
83.333336,274.1,-27.7,6.80463117080961e-10,48,2.75,1
97.09096,274.1,-27.7,3.40231558540481e-12,24,2.75,1
83.124176,326.5,-23.5,2.0130387938221002e-11,24,2.75,1
97.067406,326.5,-23.5,2.0130387938221e-12,24,2.75,1
86.01491,326.5,-23.5,4.0260775876442e-10,48,2.75,1
88.08567,326.5,-23.5,2.0130387938221e-10,48,2.75,1
92.73359,326.5,-23.5,2.0130387938221002e-11,48,2.75,1
98.82833,326.5,-23.5,4.0260775876442e-12,48,2.75,1
97.88402,326.5,-23.5,2.0130387938221e-12,48,2.75,1
83.56256,326.5,-23.5,4.0260775876442e-12,24,2.75,1
85.534355,326.5,-23.5,4.0260775876442e-10,24,2.75,1
83.83839,274.1,-27.7,6.80463117080961e-10,24,2.75,1
103.43855,361.4,12.1,4.63118202093438e-12,72,2.75,1
87.37374,274.1,-27.7,6.80463117080962e-12,48,2.75,1
65.52901,36.0,49.2572217301193,1.50173809893096e-07,24,2.75,1
86.00683,36.0,49.2572217301193,3.00347619786191e-08,24,2.75,1
99.98777,13.5,49.2572217301193,2.315326e-05,48,2.75,1
72.735,36.0,49.2572217301193,7.50869049465478e-08,24,2.75,1
84.31279,36.0,49.2572217301193,3.00347619786191e-08,24,2.75,1
91.87615,274.1,-27.7,6.80463117080961e-10,24,2.75,1
78.13834,13.5,49.2572217301193,0.02315326,48,2.75,1
33.898304,361.4,12.1,9.277207573987139e-12,120,2.75,1
69.08662,13.5,49.2572217301193,0.002315326,48,2.75,1
75.62442,145.8,17.7,5.65157034903575e-10,72,2.75,1
76.22088,145.8,17.7,2.82578517451788e-10,72,2.75,1
84.86487,145.8,17.7,1.41289258725894e-10,72,2.75,1
96.38087,145.8,17.7,7.05315979559662e-11,72,2.75,1
82.64213,145.8,17.7,1.13031406980715e-09,24,2.75,1
90.13358,145.8,17.7,5.65157034903575e-10,24,2.75,1
146.7742,145.8,17.7,7.05315979559662e-11,72,2.75,1
81.53774,145.8,17.7,2.82578517451788e-10,24,2.75,1
98.2479,145.8,17.7,7.05315979559662e-11,24,2.75,1
14.238631,145.8,17.7,5.65157034903575e-10,168,2.75,1
67.556694,145.8,17.7,1.13031406980715e-09,72,2.75,1
22.661545,145.8,17.7,5.65157034903575e-10,72,2.75,1
48.9083,145.8,17.7,5.65157034903575e-10,72,2.75,1
68.12227,145.8,17.7,2.82578517451788e-10,72,2.75,1
119.65066,145.8,17.7,1.41289258725894e-10,72,2.75,1
138.86462,145.8,17.7,7.05315979559662e-11,72,2.75,1
144.1048,145.8,17.7,1.13031406980715e-09,72,2.75,1
179.0393,145.8,17.7,5.65157034903575e-10,72,2.75,1
169.43231,145.8,17.7,2.82578517451788e-10,72,2.75,1
157.20525,145.8,17.7,1.41289258725894e-10,72,2.75,1
92.78658,145.8,17.7,7.05315979559662e-11,120,2.75,1
82.42156,145.8,17.7,1.41289258725894e-10,120,2.75,1
77.225845,145.8,17.7,2.82578517451788e-10,120,2.75,1
61.130886,13.5,49.2572217301193,0.0002315326,48,2.75,1
81.47948,14.0,49.2572217301193,2.55339259270126e-05,96,2.75,1
38.93333,145.8,17.7,7.05315979559662e-11,168,2.75,1
10.665605,145.8,17.7,1.13031406980715e-09,120,2.75,1
20.32609,145.8,17.7,5.65157034903575e-10,120,2.75,1
24.09774,145.8,17.7,2.82578517451788e-10,120,2.75,1
98.008865,13.5,49.2572217301193,0.02315326,48,2.75,1
98.80087,145.8,17.7,1.41289258725894e-10,24,2.75,1
14.847161,145.8,17.7,1.13031406980715e-09,72,2.75,1
23.580786,145.8,17.7,5.65157034903575e-10,72,2.75,1
32.31441,145.8,17.7,2.82578517451788e-10,72,2.75,1
27.670767,145.8,17.7,1.41289258725894e-10,168,2.75,1
19.618906,145.8,17.7,2.82578517451788e-10,168,2.75,1
0.8414183,145.8,17.7,1.13031406980715e-09,168,2.75,1
13.54236,145.8,17.7,1.13031406980715e-09,72,2.75,1
42.340473,145.8,17.7,7.05315979559662e-11,120,2.75,1
124.89083,145.8,17.7,5.65157034903575e-10,72,2.75,1
117.90393,145.8,17.7,1.41289258725894e-10,72,2.75,1
63.070538,14.0,49.2572217301193,2.55339259270126e-05,48,2.75,1
76.34855,14.0,49.2572217301193,2.55339259270126e-05,48,2.75,1
73.029045,14.0,49.2572217301193,2.55339259270126e-05,48,2.75,1
125.0,145.8,17.7,2.82578517451788e-10,72,2.75,1
129.83871,145.8,17.7,1.41289258725894e-10,72,2.75,1
89.08297,145.8,17.7,7.05315979559662e-11,72,2.75,1
26.200872,145.8,17.7,1.13031406980715e-09,72,2.75,1
62.00873,145.8,17.7,7.05315979559662e-11,72,2.75,1
97.015015,14.0,49.2572217301193,2.55339259270126e-05,96,2.75,1
62.261574,145.8,17.7,5.65157034903575e-10,120,2.75,1
41.9214,145.8,17.7,1.41289258725894e-10,72,2.75,1
31.248158,145.8,17.7,2.82578517451788e-10,72,2.75,1
136.24454,145.8,17.7,2.82578517451788e-10,72,2.75,1
85.335679,361.4,12.1,7.42176605918971e-11,24,2.75,1
97.551163,361.4,12.1,9.277207573987139e-12,24,2.75,1
99.58113,13.5,49.2572217301193,0.002315326,48,2.75,1
98.492836,13.5,49.2572217301193,2.315326e-05,48,2.75,1
98.21391782,196.4,49.2572217301193,1.8497253416059398e-09,24,2.75,1
93.7379,196.4,49.2572217301193,1.8497253416059398e-09,24,2.75,1
88.29703,196.4,49.2572217301193,1.8497253416059398e-09,72,2.75,1
97.32284,196.4,49.2572217301193,1.84972534160594e-11,24,2.75,1
99.49775452,196.4,49.2572217301193,1.84972534160594e-11,24,2.75,1
99.48388338,196.4,49.2572217301193,1.84972534160594e-10,24,2.75,1
95.28805,196.4,49.2572217301193,1.84972534160594e-11,72,2.75,1
87.791981,957.0,49.2572217301193,1.59880642016515e-11,12,2.75,1
85.978293,957.0,49.2572217301193,3.1976128403302996e-12,12,2.75,1
97.75281,957.0,49.2572217301193,3.1976128403302996e-12,12,2.75,1
95.505615,957.0,49.2572217301193,1.59880642016515e-11,12,2.75,1
96.62921,957.0,49.2572217301193,1.59880642016515e-16,24,2.75,1
97.75281,957.0,49.2572217301193,1.59880642016515e-15,24,2.75,1
91.270515,196.4,49.2572217301193,1.84972534160594e-10,72,2.75,1
95.04239,196.4,49.2572217301193,1.84972534160594e-10,24,2.75,1
100.0,957.0,49.2572217301193,7.99403210082575e-13,12,2.75,1
96.152291,361.4,12.1,1.8554415147974297e-11,24,2.75,1
82.371574,13.5,49.2572217301193,2.315326e-05,48,2.75,1
84.26982,13.5,49.2572217301193,2.315326e-07,48,2.75,1
86.864334,13.5,49.2572217301193,0.02315326,48,2.75,1
97.64653,13.5,49.2572217301193,2.315326e-07,48,2.75,1
96.617325,13.5,49.2572217301193,0.0002315326,48,2.75,1
55.113636,361.4,12.1,7.42176605918971e-11,72,2.75,1
93.21722,14.0,49.2572217301193,2.55339259270126e-05,96,2.75,1
98.1869159,957.0,49.2572217301193,1.59880642016515e-16,24,2.75,1
96.62921,957.0,49.2572217301193,1.59880642016515e-13,12,2.75,1
91.02362,196.4,49.2572217301193,1.84972534160594e-10,24,2.75,1
94.38202,957.0,49.2572217301193,1.59880642016515e-15,12,2.75,1
93.6327133,361.4,12.1,4.63118202093438e-12,4,2.75,1
93.199493,361.4,12.1,9.277207573987139e-12,4,2.75,1
94.1095204,361.4,12.1,1.8554415147974297e-11,4,2.75,1
92.787405,361.4,12.1,3.71088302959485e-11,4,2.75,1
96.3720415,361.4,12.1,7.42176605918971e-11,4,2.75,1
93.301194,361.4,12.1,4.63118202093438e-12,24,2.75,1
23.14016,361.4,12.1,9.277207573987139e-12,72,2.75,1
88.764046,957.0,49.2572217301193,7.99403210082575e-13,24,2.75,1
23.12519,361.4,12.1,4.63118202093438e-12,72,2.75,1
94.7521715,361.4,12.1,3.71088302959485e-11,24,2.75,1
89.88764,957.0,49.2572217301193,1.59880642016515e-12,24,2.75,1
92.134834,957.0,49.2572217301193,7.99403210082575e-12,24,2.75,1
99.20229125,957.0,49.2572217301193,1.59880642016515e-15,12,2.75,1
95.435032,957.0,49.2572217301193,1.59880642016515e-14,12,2.75,1
95.40609,957.0,49.2572217301193,1.59880642016515e-13,12,2.75,1
87.905336,957.0,49.2572217301193,7.99403210082575e-13,12,2.75,1
87.873982,957.0,49.2572217301193,1.59880642016515e-12,12,2.75,1
92.61364,361.4,12.1,4.63118202093438e-12,120,2.75,1
91.689825,361.4,12.1,7.42176605918971e-11,72,2.75,1
93.133453,361.4,12.1,7.42176605918971e-11,1,2.75,1
93.116283,361.4,12.1,3.71088302959485e-11,1,2.75,1
95.4905033,957.0,49.2572217301193,1.59880642016515e-16,12,2.75,1
94.855769,361.4,12.1,4.63118202093438e-12,1,2.75,1
93.995932,361.4,12.1,1.8554415147974297e-11,1,2.75,1
94.3931265,957.0,49.2572217301193,1.59880642016515e-14,24,2.75,1
98.8764,957.0,49.2572217301193,1.59880642016515e-12,12,2.75,1
86.889961,957.0,49.2572217301193,1.59880642016515e-13,24,2.75,1
86.861019,957.0,49.2572217301193,7.99403210082575e-13,24,2.75,1
86.832077,957.0,49.2572217301193,1.59880642016515e-12,24,2.75,1
83.069641,957.0,49.2572217301193,3.1976128403302996e-12,24,2.75,1
84.909859,957.0,49.2572217301193,7.99403210082575e-12,24,2.75,1
98.1579741,957.0,49.2572217301193,1.59880642016515e-15,24,2.75,1
96.346596,196.4,49.2572217301193,1.84972534160594e-11,24,2.75,1
93.9800825,361.4,12.1,9.277207573987139e-12,1,2.75,1
93.25843,957.0,49.2572217301193,1.59880642016515e-13,24,2.75,1
91.55924,957.0,49.2572217301193,7.99403210082575e-12,12,2.75,1
28.81801,361.4,12.1,1.8554415147974297e-11,72,2.75,1
38.266945,361.4,12.1,3.71088302959485e-11,72,2.75,1
34.50958,361.4,12.1,7.42176605918971e-11,72,2.75,1
96.122342,361.4,12.1,4.63118202093438e-12,24,2.75,1
83.01417,957.0,49.2572217301193,1.59880642016515e-11,24,2.75,1
92.869294,361.4,12.1,9.277207573987139e-12,24,2.75,1
98.8764,639.0,-7.01,1.36841458486139e-15,12,2.375,1
96.62921,639.0,-7.01,1.36841458486139e-13,12,2.375,1
93.25843,639.0,-7.01,6.84207292430696e-13,12,2.375,1
32.56693,639.0,-7.01,6.84207292430696e-13,24,2.375,1
4.35726,639.0,-7.01,6.8420729243069586e-12,24,2.375,1
21.25887,639.0,-7.01,2.73682916972278e-12,24,2.375,1
32.59597,639.0,-7.01,1.36841458486139e-13,24,2.375,1
38.93,12.0,-7.01,0.6,24,2.375,2
24.521444,8.0,-7.01,4.18409520796424e-06,24,2.375,2
32.17,12.0,-7.01,0.8,24,2.375,2
97.03,39.2,-7.01,1e-06,12,2.375,2
87.64045,639.0,-7.01,6.8420729243069586e-12,12,2.375,1
21.120716,8.0,-7.01,8.36819041592848e-06,24,2.375,2
97.75281,639.0,-7.01,1.36841458486139e-14,24,2.375,1
98.8764,639.0,-7.01,1.36841458486139e-15,24,2.375,1
100.0,39.2,-7.01,1e-05,12,2.375,2
45.69,12.0,-7.01,0.4,24,2.375,2
53.07,12.0,-7.01,0.2,24,2.375,2
23.738705,8.0,-7.01,1.04602380199106e-07,24,2.375,2
2.45564,639.0,-7.01,1.36841458486139e-11,24,2.375,1
87.64045,639.0,-7.01,6.84207292430696e-13,24,2.375,1
24.89185,8.0,-7.01,1.04602380199106e-06,24,2.375,2
26.9129,639.0,-7.01,1.36841458486139e-12,24,2.375,1
106.93729,8.0,-7.01,1.04602380199106e-07,24,2.375,2
99.36831,8.0,-7.01,5.2301190099553e-07,24,2.375,2
106.89163,8.0,-7.01,1.04602380199106e-06,24,2.375,2
113.4759,8.0,-7.01,4.18409520796424e-06,24,2.375,2
116.28438,8.0,-7.01,8.36819041592848e-06,24,2.375,2
23.747091,8.0,-7.01,5.2301190099553e-07,24,2.375,2
97.75281,639.0,-7.01,1.36841458486139e-16,12,2.375,1
22.13,12.0,-7.01,1.0,24,2.375,2
86.51685,639.0,-7.01,1.36841458486139e-12,24,2.375,1
92.739,39.2,-7.01,0.02,12,2.375,2
86.799,39.2,-7.01,0.05,12,2.375,2
73.597,39.2,-7.01,0.1,12,2.375,2
82.295,39.2,-7.01,0.02,24,2.375,2
87.213,39.2,-7.01,0.005,24,2.375,2
95.41,39.2,-7.01,0.001,24,2.375,2
72.131,39.2,-7.01,0.05,24,2.375,2
93.399,39.2,-7.01,0.005,12,2.375,2
85.246,39.2,-7.01,0.01,24,2.375,2
98.361,39.2,-7.01,0.0001,24,2.375,2
99.016,39.2,-7.01,1e-06,24,2.375,2
62.623,39.2,-7.01,0.1,24,2.375,2
73.03371,639.0,-7.01,1.36841458486139e-11,12,2.375,1
82.02247,639.0,-7.01,2.73682916972278e-12,24,2.375,1
70.786514,639.0,-7.01,6.8420729243069586e-12,24,2.375,1
95.505615,639.0,-7.01,1.36841458486139e-13,24,2.375,1
46.845966,639.0,-7.01,1.36841458486139e-16,12,2.375,1
46.819355,639.0,-7.01,1.36841458486139e-15,12,2.375,1
44.917744,639.0,-7.01,1.36841458486139e-14,12,2.375,1
37.38871,639.0,-7.01,1.36841458486139e-13,12,2.375,1
62.92135,639.0,-7.01,1.36841458486139e-11,24,2.375,1
35.45806,639.0,-7.01,1.36841458486139e-12,12,2.375,1
37.362095,639.0,-7.01,6.84207292430696e-13,12,2.375,1
41.99758,639.0,-7.01,1.36841458486139e-14,24,2.375,1
45.774193,639.0,-7.01,1.36841458486139e-15,24,2.375,1
27.93145,639.0,-7.01,2.73682916972278e-12,12,2.375,1
14.77742,639.0,-7.01,6.8420729243069586e-12,12,2.375,1
12.87581,639.0,-7.01,1.36841458486139e-11,12,2.375,1
42.050808,639.0,-7.01,1.36841458486139e-16,24,2.375,1
2.1176472,24.0,79.4790307152726,1.51526422857102e-07,24,2.495,1
89.64706,24.0,79.4790307152726,3.03052845714204e-10,24,2.495,1
82.588234,10.0,79.4790307152726,4.18940253915316e-08,24,2.495,1
43.764706,10.0,79.4790307152726,2.09470126957658e-06,24,2.495,1
93.17647,24.0,79.4790307152726,3.03052845714204e-09,24,2.495,1
99.189186,14.0,79.4790307152726,7.63375098242194e-06,96,2.495,1
79.76471,10.0,79.4790307152726,4.18940253915316e-07,24,2.495,1
50.117645,24.0,79.4790307152726,3.03052845714204e-08,24,2.495,1
94.588234,10.0,79.4790307152726,4.18940253915316e-09,24,2.495,1
67.76471,24.0,79.4790307152726,1.51526422857102e-08,24,2.495,1
89.64706,10.0,79.4790307152726,2.09470126957658e-07,24,2.495,1
78.984985,14.0,79.4790307152726,7.63375098242194e-06,96,2.495,1
77.44945,14.0,79.4790307152726,7.63375098242194e-06,96,2.495,1
29.875519,14.0,79.4790307152726,7.63375098242194e-06,48,2.495,1
32.53112,14.0,79.4790307152726,7.63375098242194e-06,48,2.495,1
60.414936,14.0,79.4790307152726,7.63375098242194e-06,48,2.495,1
11.196,22.0,25.3,0.1,24,2.675,1
93.13,22.0,25.3,0.001,24,2.675,1
75.064,22.0,25.3,0.002,24,2.675,1
59.518,21.6,25.3,0.05,24,2.675,1
39.848,21.6,25.3,0.1,24,2.675,1
97.387,21.6,25.3,0.005,24,2.675,1
79.262,22.0,25.3,0.005,24,2.675,1
95.873,21.6,25.3,0.01,24,2.675,1
94.911,22.0,25.3,0.001,24,2.675,1
81.568,21.6,25.3,0.1,24,2.675,1
70.483,22.0,25.3,0.005,24,2.675,1
48.219,22.0,25.3,0.01,24,2.675,1
94.095,22.0,25.3,0.001,24,2.675,1
8.7786,22.0,25.3,0.1,24,2.675,1
16.031,22.0,25.3,0.05,24,2.675,1
92.71,21.6,25.3,0.025,24,2.675,1
20.229,22.0,25.3,0.05,24,2.675,1
85.282,21.6,25.3,0.05,24,2.675,1
15.661,22.0,25.3,0.1,24,2.675,1
58.28,22.0,25.3,0.005,24,2.675,1
33.461,22.0,25.3,0.025,24,2.675,1
43.13,22.0,25.3,0.025,24,2.675,1
20.796,22.0,25.3,0.05,24,2.675,1
44.673,22.0,25.3,0.01,24,2.675,1
77.535,22.0,25.3,0.002,24,2.675,1
98.588,22.0,25.3,0.001,24,2.675,1
80.407,22.0,25.3,0.002,24,2.675,1
82.234,21.6,25.3,0.01,24,2.675,1
33.761,22.0,25.3,0.025,24,2.675,1
38.768,22.0,25.3,0.025,24,2.675,1
25.546,22.0,25.3,0.05,24,2.675,1
71.827,21.6,25.3,0.025,24,2.675,1
58.779,22.0,25.3,0.01,24,2.675,1
101.65,21.6,25.3,0.005,24,2.675,1
13.992,22.0,25.3,0.1,24,2.675,1
84.339,22.0,25.3,0.002,24,2.675,1
69.576,22.0,25.3,0.005,24,2.675,1
53.017,22.0,25.3,0.01,24,2.675,1
91.798,24.6,-8.0,0.02,24,2.28,2
93.691,24.6,-8.0,0.02,48,2.28,2
78.17,24.6,-8.0,0.36,24,2.28,2
89.148,24.6,-8.0,0.06,24,2.28,2
90.852,24.6,-8.0,0.36,6,2.28,2
99.06,24.6,-8.0,0.02,6,2.28,2
54.15,24.6,-8.0,0.36,48,2.28,2
86.877,24.6,-8.0,0.18,24,2.28,2
93.205,24.6,-8.0,0.18,6,2.28,2
80.631,24.6,-8.0,0.06,48,2.28,2
95.0,24.6,-8.0,0.02,24,2.28,2
91.0,24.6,-8.0,0.06,24,2.28,2
83.9,24.6,-8.0,0.18,24,2.28,2
70.5,24.6,-8.0,0.36,24,2.28,2
90.0,24.6,-8.0,0.02,48,2.28,2
86.0,24.6,-8.0,0.06,48,2.28,2
68.25,24.6,-8.0,0.18,48,2.28,2
97.666,24.6,-8.0,0.02,6,2.28,2
73.628,24.6,-8.0,0.18,48,2.28,2
95.0,20.12,-8.0,0.0025,24,2.28,2
10.054,1.5,-8.0,0.15,24,2.28,2
98.5,24.6,-8.0,0.18,6,2.28,2
96.9,24.6,-8.0,0.06,6,2.28,2
98.423,24.6,-8.0,0.06,6,2.28,2
88.5,24.6,-8.0,0.36,6,2.28,2
58.297,24.6,-8.0,0.36,48,2.28,2
26.935,20.12,-8.0,0.04,48,2.28,2
24.032,20.12,-8.0,0.05,48,2.28,2
83.871,20.12,-8.0,0.0025,72,2.28,2
67.581,20.12,-8.0,0.005,72,2.28,2
19.973,1.5,-8.0,0.125,24,2.28,2
80.027,1.5,-8.0,0.05,24,2.28,2
100.0,1.5,-8.0,0.025,24,2.28,2
