Viability (%),Diameter (nm),Zeta potential (mV),Concentration (g/L),Time (h),Electronegativity,Cluster
12.972973,29.5,-35.9,6.97924868916223e-06,4,2.92666666666667,2
109.268295,25.0,30.0,1.5021075e-08,48,2.92666666666667,1
107.31707,25.0,30.0,1.5021075e-07,48,2.92666666666667,1
104.51613,25.0,30.0,1.5021075e-10,96,2.92666666666667,1
112.90323,25.0,30.0,1.5021075e-09,96,2.92666666666667,1
105.80645,25.0,30.0,1.5021075e-07,96,2.92666666666667,1
98.4127197,25.0,30.0,1.5021075e-07,96,2.92666666666667,1
5.5710664,13.0,-27.0,0.0003272923920223,24,2.92666666666667,2
3.1170294,13.0,-27.0,3.27292392022346e-05,24,2.92666666666667,2
70.10661,13.0,-27.0,0.0327292392022346,24,2.92666666666667,2
82.70829,13.0,-27.0,0.0032729239202234,24,2.92666666666667,2
79.565216,386.9,-35.9,1.2415659053649802e-09,12,2.92666666666667,1
39.783783,29.5,-35.9,1.7390712769962e-06,4,2.92666666666667,2
16.864864,29.5,-35.9,3.50394094117448e-06,4,2.92666666666667,2
100.434784,386.9,-35.9,7.75978690853112e-11,12,2.92666666666667,1
15.351352,29.5,-35.9,1.40045746697198e-05,4,2.92666666666667,2
120.70175,386.9,-35.9,4.8421070309234195e-12,24,2.92666666666667,1
122.10526,375.4,-26.8,2.12035100580012e-11,24,2.92666666666667,1
102.99595,60.0,-30.0,1.5021075e-09,48,2.92666666666667,2
6.1389,10.0,-35.9,0.01,24,2.92666666666667,2
94.565216,386.9,-35.9,6.20782952682489e-10,12,2.92666666666667,1
107.19556,13.0,-27.0,3.27292392022346e-05,24,2.92666666666667,2
114.21652,13.0,-27.0,0.0003272923920223,24,2.92666666666667,2
69.8427,13.0,-27.0,0.0032729239202234,24,2.92666666666667,2
22.485416,13.0,-27.0,0.0327292392022346,24,2.92666666666667,2
123.07841,13.0,-27.0,3.27292392022346e-05,24,2.92666666666667,2
100.594604,13.0,-27.0,0.0003272923920223,24,2.92666666666667,2
105.26316,386.9,-35.9,2.4210535154617098e-12,24,2.92666666666667,1
95.111115,369.0,79.0,1.0733667354355301e-10,24,2.92666666666667,1
98.064514,60.0,32.0,1.5021075e-09,96,2.92666666666667,1
100.645164,60.0,32.0,1.5021075e-10,96,2.92666666666667,1
94.03509,386.9,-35.9,1.55195738170622e-10,24,2.92666666666667,1
104.2915,115.0,-48.0,1.5021075e-10,96,2.92666666666667,2
86.15385,115.0,-48.0,1.5021075e-08,96,2.92666666666667,2
95.86957,386.9,-35.9,1.55195738170622e-10,12,2.92666666666667,1
95.4386,386.9,-35.9,7.75978690853112e-11,24,2.92666666666667,1
84.91228,386.9,-35.9,3.87368562473873e-11,24,2.92666666666667,1
105.96491,386.9,-35.9,1.9368428123693694e-11,24,2.92666666666667,1
117.192986,386.9,-35.9,9.68421406184683e-12,24,2.92666666666667,1
100.03354354,60.0,32.0,1.5021075e-07,96,2.92666666666667,1
4.5234,10.0,-35.9,0.001,24,2.92666666666667,2
98.478264,386.9,-35.9,3.87368562473873e-11,12,2.92666666666667,1
96.14035,375.4,-26.8,5.30087751450029e-12,24,2.92666666666667,1
75.789474,115.0,-48.0,1.5021075e-07,96,2.92666666666667,2
94.03509,437.0,21.7,1.3441454136427698e-11,24,2.92666666666667,1
101.052635,437.0,21.7,6.720727068213869e-12,24,2.92666666666667,1
103.85965,437.0,21.7,1.68018176705347e-12,24,2.92666666666667,1
104.2915,60.0,-30.0,1.5021075e-10,96,2.92666666666667,2
101.7004,115.0,-48.0,1.5021075e-09,96,2.92666666666667,2
104.93927,60.0,-30.0,1.5021075e-07,48,2.92666666666667,2
108.17814,60.0,-30.0,1.5021075e-09,96,2.92666666666667,2
111.41701,60.0,-30.0,1.5021075e-08,96,2.92666666666667,2
82.267204,60.0,-30.0,1.5021075e-07,96,2.92666666666667,2
101.3927277,60.0,-30.0,1.5021075e-07,96,2.92666666666667,2
90.688255,115.0,-48.0,1.5021075e-10,48,2.92666666666667,2
101.052635,115.0,-48.0,1.5021075e-09,48,2.92666666666667,2
82.91498,115.0,-48.0,1.5021075e-07,48,2.92666666666667,2
103.85965,386.9,-35.9,3.10391476341244e-10,24,2.92666666666667,1
119.347824,437.0,21.7,3.36036353410694e-12,12,2.92666666666667,1
63.85965,386.9,-35.9,1.2415659053649802e-09,24,2.92666666666667,1
109.268295,60.0,32.0,1.5021075e-07,48,2.92666666666667,1
108.91304,437.0,21.7,6.720727068213869e-12,12,2.92666666666667,1
111.521736,437.0,21.7,1.3441454136427698e-11,12,2.92666666666667,1
114.13043,437.0,21.7,2.6882908272855497e-11,12,2.92666666666667,1
116.08696,437.0,21.7,5.38519797132522e-11,12,2.92666666666667,1
106.95652,437.0,21.7,1.07703959426504e-10,12,2.92666666666667,1
74.347824,437.0,21.7,2.15407918853009e-10,12,2.92666666666667,1
93.91304,437.0,21.7,4.30815837706017e-10,12,2.92666666666667,1
103.1579,375.4,-26.8,2.65043875725015e-12,24,2.92666666666667,1
71.08696,375.4,-26.8,6.79599681346191e-10,12,2.92666666666667,1
110.17544,375.4,-26.8,1.06017550290006e-11,24,2.92666666666667,1
72.391304,375.4,-26.8,3.3979984067309503e-10,12,2.92666666666667,1
97.82609,386.9,-35.9,1.9368428123693694e-11,12,2.92666666666667,1
108.26087,386.9,-35.9,9.68421406184683e-12,12,2.92666666666667,1
97.17391,386.9,-35.9,4.8421070309234195e-12,12,2.92666666666667,1
113.478264,386.9,-35.9,2.4210535154617098e-12,12,2.92666666666667,1
99.8255736,115.0,-48.0,1.5021075e-07,96,2.92666666666667,2
34.666668,369.0,79.0,4.2934669417421203e-10,24,2.92666666666667,1
22.366335,13.0,-27.0,0.0032729239202234,24,2.92666666666667,2
106.995285,96.0,-11.0,3.2509647409988704e-09,24,2.92666666666667,2
103.85965,375.4,-26.8,4.2407020116002294e-11,24,2.92666666666667,1
80.0,375.4,-26.8,1.3591993626923801e-09,24,2.92666666666667,1
90.52631,437.0,21.7,5.38519797132522e-11,24,2.92666666666667,1
100.350876,437.0,21.7,1.07703959426504e-10,24,2.92666666666667,1
96.14035,437.0,21.7,2.15407918853009e-10,24,2.92666666666667,1
89.82456,437.0,21.7,2.6882908272855497e-11,24,2.92666666666667,1
85.61404,437.0,21.7,8.61631675412035e-10,24,2.92666666666667,1
103.1579,437.0,21.7,3.36036353410694e-12,24,2.92666666666667,1
79.29825,386.9,-35.9,6.20782952682489e-10,24,2.92666666666667,1
120.0,437.0,21.7,1.68018176705347e-12,12,2.92666666666667,1
105.96491,375.4,-26.8,6.79599681346191e-10,24,2.92666666666667,1
97.82609,375.4,-26.8,2.65043875725015e-12,12,2.92666666666667,1
95.21739,375.4,-26.8,5.30087751450029e-12,12,2.92666666666667,1
89.347824,375.4,-26.8,1.06017550290006e-11,12,2.92666666666667,1
106.304344,375.4,-26.8,2.12035100580012e-11,12,2.92666666666667,1
96.521736,375.4,-26.8,8.494996016827389e-11,12,2.92666666666667,1
93.91304,375.4,-26.8,1.69899920336548e-10,12,2.92666666666667,1
94.23559,150.0,-17.6,3.53995330706345e-10,24,2.80666666666667,2
100.0,47.83,-17.6,1.30651244732767e-09,24,2.80666666666667,2
119.808014,170.0,-17.6,1.8281667628513202e-10,24,2.80666666666667,2
106.64818,170.0,-17.6,1.8281667628513197e-11,24,2.80666666666667,2
95.2381,124.9,-17.6,2.45852136022358e-10,6,2.80666666666667,2
73.650795,124.9,-17.6,2.45852136022358e-10,48,2.80666666666667,2
83.809525,124.9,-17.6,2.45852136022358e-10,24,2.80666666666667,2
97.14286,124.9,-17.6,2.4585213602235797e-11,6,2.80666666666667,2
85.71429,124.9,-17.6,2.4585213602235797e-11,48,2.80666666666667,2
92.69841,124.9,-17.6,2.45852136022358e-09,6,2.80666666666667,2
86.71679,150.0,-17.6,1.4335238411775702e-09,24,2.80666666666667,2
99.10313904,11.69,-17.6,8.94893102669263e-08,24,2.80666666666667,2
70.17544,150.0,-17.6,2.27198222803385e-08,24,2.80666666666667,2
44.3609,150.0,-17.6,5.42228971896412e-08,24,2.80666666666667,2
90.97744,150.0,-17.6,2.15865243706787e-11,24,2.80666666666667,2
93.721973,11.69,-17.6,1.78978620533852e-07,24,2.80666666666667,2
95.515695,11.69,-17.6,3.57957241067705e-07,24,2.80666666666667,2
92.8251123,11.69,-17.6,7.1591448213541e-07,24,2.80666666666667,2
88.25397,124.9,-17.6,2.4585213602235797e-11,24,2.80666666666667,2
95.87302,124.9,-17.6,2.45852136022358e-12,48,2.80666666666667,2
21.552622,50.0,-17.6,5.74834131576866e-08,24,2.80666666666667,2
81.304344,20.0,-17.6,3.74240971078689e-07,24,2.80666666666667,2
98.57143,124.9,-17.6,2.45852136022358e-13,24,2.80666666666667,2
84.210526,150.0,-17.6,5.70696141952045e-09,24,2.80666666666667,2
93.2735424,11.69,-17.6,2.86365792854164e-06,24,2.80666666666667,2
94.1704035,47.83,-17.6,1.04520995786214e-08,24,2.80666666666667,2
21.148672,50.0,-17.6,3.5927133223554104e-09,24,2.80666666666667,2
169.91061,50.0,-17.6,5.74834131576866e-08,24,2.80666666666667,2
23.414427,50.0,-17.6,7.18542664471082e-10,24,2.80666666666667,2
97.85714,124.9,-17.6,2.45852136022358e-13,48,2.80666666666667,2
18.505524,50.0,-17.6,7.185426644710821e-09,24,2.80666666666667,2
81.27273,38.0,-17.6,5.45620310655618e-08,24,2.80666666666667,2
99.818184,38.0,-17.6,1.09124062131124e-09,24,2.80666666666667,2
18.892702,50.0,-17.6,2.87417065788433e-08,24,2.80666666666667,2
98.72727,38.0,-17.6,5.45620310655618e-09,24,2.80666666666667,2
91.63636,38.0,-17.6,2.18248124262247e-08,24,2.80666666666667,2
79.63636,38.0,-17.6,1.09124062131124e-07,24,2.80666666666667,2
100.36364,38.0,-17.6,5.45620310655618e-08,24,2.80666666666667,2
119.31976,420.7,-9.96,1.6083618887379598e-11,3,2.80666666666667,1
111.73497,420.7,-9.96,1.6083618887379598e-11,24,2.80666666666667,1
120.09925,420.7,-9.96,3.2167237774759196e-11,3,2.80666666666667,1
102.09809,420.7,-9.96,3.2167237774759196e-11,6,2.80666666666667,1
113.20584,420.7,-9.96,3.2167237774759196e-11,24,2.80666666666667,1
116.02726,420.7,-9.96,4.825085666213879e-11,3,2.80666666666667,1
106.34462,420.7,-9.96,4.825085666213879e-11,6,2.80666666666667,1
67.93651,124.9,-17.6,2.45852136022358e-09,48,2.80666666666667,2
94.90909,38.0,-17.6,1.09124062131124e-08,24,2.80666666666667,2
113.228096,170.0,-17.6,9.140833814256588e-11,24,2.80666666666667,2
99.565216,20.0,-17.6,7.48481942157377e-08,24,2.80666666666667,2
98.181816,38.0,-17.6,1.09124062131124e-07,24,2.80666666666667,2
107.8138,420.7,-9.96,6.433447554951839e-11,6,2.80666666666667,1
115.507034,420.7,-9.96,8.0418094436898e-11,3,2.80666666666667,1
115.52567,420.7,-9.96,8.0418094436898e-11,6,2.80666666666667,1
120.3958,420.7,-9.96,8.0418094436898e-11,24,2.80666666666667,1
123.90859,420.7,-9.96,9.650171332427759e-11,3,2.80666666666667,1
118.38606,420.7,-9.96,9.650171332427759e-11,6,2.80666666666667,1
123.25619,420.7,-9.96,9.650171332427759e-11,24,2.80666666666667,1
90.134529,47.83,-17.6,1.67233593257942e-07,24,2.80666666666667,2
93.2735424,47.83,-17.6,4.18083983144855e-08,24,2.80666666666667,2
78.76518,35.0,-17.6,1.39658438186799e-07,4,2.80666666666667,2
124.0,160.5,-27.8,1.73791067100219e-09,24,2.80666666666667,2
128.0,160.5,-27.8,2.17238833875274e-09,6,2.80666666666667,2
94.618834,47.83,-17.6,2.09041991572427e-08,24,2.80666666666667,2
92.8251123,47.83,-17.6,8.3616796628971e-08,24,2.80666666666667,2
92.376682,47.83,-17.6,8.3616796628971e-08,24,2.80666666666667,2
142.5758,50.0,-17.6,2.87417065788433e-08,24,2.80666666666667,2
87.06105,35.0,-17.6,6.98292190933996e-08,4,2.80666666666667,2
80.63492,124.9,-17.6,2.45852136022358e-09,24,2.80666666666667,2
73.991032,47.83,-17.6,3.34467186515884e-07,24,2.80666666666667,2
111.2,160.5,-27.8,2.17238833875274e-09,24,2.80666666666667,2
100.86957,20.0,-17.6,3.74240971078689e-08,24,2.80666666666667,2
90.0,20.0,-17.6,1.87120485539344e-07,24,2.80666666666667,2
64.78261,20.0,-17.6,7.48481942157377e-07,24,2.80666666666667,2
99.68254,124.9,-17.6,2.45852136022358e-12,24,2.80666666666667,2
84.36847,20.0,-17.6,3.74240971078689e-08,24,2.80666666666667,2
76.58599,20.0,-17.6,1.87120485539344e-07,24,2.80666666666667,2
72.82463,20.0,-17.6,3.74240971078689e-07,24,2.80666666666667,2
61.351913,20.0,-17.6,7.48481942157377e-07,24,2.80666666666667,2
89.686099,47.83,-17.6,3.34467186515884e-07,24,2.80666666666667,2
99.68254,124.9,-17.6,2.45852136022358e-13,6,2.80666666666667,2
97.77778,124.9,-17.6,2.45852136022358e-13,24,2.80666666666667,2
108.0,160.5,-27.8,2.89651778500365e-10,24,2.80666666666667,2
97.14286,124.9,-17.6,2.45852136022358e-13,48,2.80666666666667,2
98.4127,124.9,-17.6,2.45852136022358e-12,6,2.80666666666667,2
115.23663,50.0,-17.6,7.185426644710821e-09,24,2.80666666666667,2
85.921,80.0,-17.6,0.05,24,2.80666666666667,2
96.41419,50.0,-17.6,7.18542664471082e-10,24,2.80666666666667,2
105.66,24.0,-17.6,0.01,24,2.80666666666667,2
68.592,30.0,-17.6,0.05,24,2.80666666666667,2
78.7,30.0,-17.6,0.025,24,2.80666666666667,2
79.964,30.0,-17.6,0.0125,24,2.80666666666667,2
88.267,30.0,-17.6,0.00625,24,2.80666666666667,2
43.863,25.0,-17.6,0.05,24,2.80666666666667,2
74.007,25.0,-17.6,0.025,24,2.80666666666667,2
94.404,25.0,-17.6,0.0125,24,2.80666666666667,2
121.74,25.0,-17.6,0.04,3,2.80666666666667,2
115.4,42.3,-17.6,0.1,48,2.80666666666667,2
116.62,25.0,-17.6,0.1,3,2.80666666666667,2
100.36,80.0,-17.6,0.00625,24,2.80666666666667,2
132.0,21.0,-17.6,0.04,6,2.80666666666667,2
100.62,21.0,-17.6,0.15,3,2.80666666666667,2
99.097,80.0,-17.6,0.0125,24,2.80666666666667,2
93.682,80.0,-17.6,0.025,24,2.80666666666667,2
87.726,100.0,-17.6,0.00625,24,2.80666666666667,2
93.141,100.0,-17.6,0.0125,24,2.80666666666667,2
83.574,100.0,-17.6,0.025,24,2.80666666666667,2
91.517,24.0,-17.6,0.05,24,2.80666666666667,2
76.395164,35.0,-17.6,2.79316876373598e-07,4,2.80666666666667,2
92.0,15.0,-17.6,0.05,24,2.80666666666667,2
98.3,30.6,-17.6,0.000625,24,2.80666666666667,2
86.9,30.6,-17.6,0.0025,24,2.80666666666667,2
133.85,21.0,-17.6,0.02,6,2.80666666666667,2
80.3,30.6,-17.6,0.005,24,2.80666666666667,2
87.184,100.0,-17.6,0.05,24,2.80666666666667,2
118.15,21.0,-17.6,0.08,24,2.80666666666667,2
110.15,21.0,-17.6,0.04,24,2.80666666666667,2
128.31,21.0,-17.6,0.08,6,2.80666666666667,2
107.08,21.0,-17.6,0.02,24,2.80666666666667,2
128.0,21.0,-17.6,0.15,6,2.80666666666667,2
135.38,21.0,-17.6,0.12,6,2.80666666666667,2
139.08,21.0,-17.6,0.1,6,2.80666666666667,2
120.46,25.0,-17.6,0.02,3,2.80666666666667,2
117.14,25.0,-17.6,0.06,3,2.80666666666667,2
94.921,42.3,-17.6,0.05,48,2.80666666666667,2
110.77,21.0,-17.6,0.15,24,2.80666666666667,2
84.201,20.0,-17.6,0.005,24,2.80666666666667,2
61.4,20.0,-17.6,0.1,24,2.80666666666667,2
39.106,21.0,-17.6,1.0,48,2.80666666666667,2
50.279,21.0,-17.6,0.75,48,2.80666666666667,2
95.077,21.0,-17.6,0.12,3,2.80666666666667,2
57.542,21.0,-17.6,0.5,48,2.80666666666667,2
100.0,20.0,-17.6,0.005,24,2.80666666666667,2
72.89,20.0,-17.6,0.05,24,2.80666666666667,2
76.302,20.0,-17.6,0.025,24,2.80666666666667,2
124.0,21.0,-17.6,0.12,24,2.80666666666667,2
64.187,20.0,-17.6,0.1,24,2.80666666666667,2
118.46,21.0,-17.6,0.1,24,2.80666666666667,2
67.598,21.0,-17.6,0.25,48,2.80666666666667,2
114.31714,50.0,-17.6,3.5927133223554104e-09,24,2.80666666666667,2
57.5,30.6,-17.6,0.01,24,2.80666666666667,2
82.5,30.6,-17.6,0.00125,24,2.80666666666667,2
34.264,21.0,-17.6,1.5,48,2.80666666666667,2
101.8,24.0,-17.6,0.0025,24,2.80666666666667,2
80.0,30.6,-17.6,0.0025,24,2.80666666666667,2
98.443,20.0,-17.6,0.01,24,2.80666666666667,2
89.619,20.0,-17.6,0.025,24,2.80666666666667,2
90.4,30.6,-17.6,0.000625,24,2.80666666666667,2
80.45,20.0,-17.6,0.05,24,2.80666666666667,2
98.462,21.0,-17.6,0.1,3,2.80666666666667,2
103.09091,38.0,-17.6,1.09124062131124e-07,24,2.80666666666667,2
103.69,21.0,-17.6,0.06,3,2.80666666666667,2
104.88,24.0,-17.6,0.001,24,2.80666666666667,2
75.0,124.9,-17.6,2.45852136022358e-10,48,2.80666666666667,2
94.28571,124.9,-17.6,2.45852136022358e-12,24,2.80666666666667,2
92.85714,124.9,-17.6,2.45852136022358e-12,48,2.80666666666667,2
92.14286,124.9,-17.6,2.4585213602235797e-11,6,2.80666666666667,2
87.85714,124.9,-17.6,2.4585213602235797e-11,24,2.80666666666667,2
91.42857,124.9,-17.6,2.45852136022358e-10,6,2.80666666666667,2
85.71429,124.9,-17.6,2.45852136022358e-10,24,2.80666666666667,2
98.57143,124.9,-17.6,2.45852136022358e-13,6,2.80666666666667,2
77.85714,124.9,-17.6,2.45852136022358e-09,24,2.80666666666667,2
65.0,124.9,-17.6,2.45852136022358e-09,48,2.80666666666667,2
100.0,124.9,-17.6,2.45852136022358e-12,6,2.80666666666667,2
75.7,30.6,-17.6,0.005,24,2.80666666666667,2
32.7,15.0,-17.6,0.2,72,2.80666666666667,2
79.1,15.0,-17.6,0.05,72,2.80666666666667,2
106.15,21.0,-17.6,0.08,3,2.80666666666667,2
97.09091,38.0,-17.6,5.45620310655618e-09,24,2.80666666666667,2
87.818184,38.0,-17.6,1.09124062131124e-09,24,2.80666666666667,2
80.181816,38.0,-17.6,1.09124062131124e-07,24,2.80666666666667,2
89.454544,38.0,-17.6,5.45620310655618e-09,24,2.80666666666667,2
88.90909,38.0,-17.6,1.09124062131124e-08,24,2.80666666666667,2
63.3,15.0,-17.6,0.1,72,2.80666666666667,2
88.36364,38.0,-17.6,1.09124062131124e-07,24,2.80666666666667,2
95.454544,38.0,-17.6,1.09124062131124e-08,24,2.80666666666667,2
91.09091,38.0,-17.6,2.18248124262247e-08,24,2.80666666666667,2
93.8,30.6,-17.6,0.00125,24,2.80666666666667,2
75.5,30.6,-17.6,0.01,24,2.80666666666667,2
85.4,15.0,-17.6,0.1,24,2.80666666666667,2
90.794,42.3,-17.6,0.025,48,2.80666666666667,2
66.4,15.0,-17.6,0.2,24,2.80666666666667,2
85.2,15.0,-17.6,0.05,48,2.80666666666667,2
69.1,15.0,-17.6,0.1,48,2.80666666666667,2
44.8,15.0,-17.6,0.2,48,2.80666666666667,2
99.55156952,47.83,-17.6,2.61302489465534e-09,24,2.80666666666667,2
92.85714,150.0,-17.6,1.33898385217855e-12,4,2.80666666666667,2
92.4812,150.0,-17.6,5.46872957491374e-12,4,2.80666666666667,2
92.73183,150.0,-17.6,3.48008699352885e-10,4,2.80666666666667,2
100.0,115.0,-17.6,1.5748448852822302e-09,24,2.80666666666667,2
91.729324,150.0,-17.6,1.4335238411775702e-09,4,2.80666666666667,2
85.19,100.0,-17.6,1.4969638843147501e-09,3,2.80666666666667,2
88.7218,150.0,-17.6,5.70696141952045e-09,4,2.80666666666667,2
79.44862,150.0,-17.6,2.27198222803385e-08,4,2.80666666666667,2
70.67669,150.0,-17.6,5.42228971896412e-08,4,2.80666666666667,2
100.0,100.0,-17.6,5.9878555372590204e-09,3,2.80666666666667,2
97.16019,420.7,-9.96,1.6083618887379598e-11,6,2.80666666666667,1
17.44044,170.0,-17.6,1.4625334102810501e-09,24,2.80666666666667,2
136.91,5.0,-17.6,0.05,24,2.80666666666667,2
61.43498,11.69,-17.6,1.14546317141666e-05,24,2.80666666666667,2
78.923767,11.69,-17.6,2.29092634283331e-05,24,2.80666666666667,2
100.0,11.69,-17.6,8.94893102669263e-08,24,2.80666666666667,2
97.309417,11.69,-17.6,3.57957241067705e-07,24,2.80666666666667,2
81.48,100.0,-17.6,2.9939277686295102e-09,3,2.80666666666667,2
30.9417,11.69,-17.6,2.29092634283331e-05,24,2.80666666666667,2
99.42357,115.0,-17.6,1.5748448852822302e-09,24,2.80666666666667,2
84.34,25.0,-17.6,0.1,24,2.80666666666667,2
97.742,25.0,-17.6,0.005,6,2.80666666666667,2
95.161,25.0,-17.6,0.01,6,2.80666666666667,2
96.935,25.0,-17.6,0.05,6,2.80666666666667,2
97.742,25.0,-17.6,0.001,24,2.80666666666667,2
95.645,25.0,-17.6,0.005,24,2.80666666666667,2
92.19,25.0,-17.6,0.01,24,2.80666666666667,2
87.07,25.0,-17.6,0.05,24,2.80666666666667,2
97.742,25.0,-17.6,0.001,48,2.80666666666667,2
14.71,15.84,-17.6,0.06,48,2.80666666666667,2
92.742,25.0,-17.6,0.005,48,2.80666666666667,2
82.34,25.0,-17.6,0.05,48,2.80666666666667,2
78.89,25.0,-17.6,0.1,48,2.80666666666667,2
89.374,15.84,-17.6,0.0001,48,2.80666666666667,2
75.089,15.84,-17.6,0.003,48,2.80666666666667,2
64.109,15.84,-17.6,0.01,48,2.80666666666667,2
25.4,15.84,-17.6,0.03,48,2.80666666666667,2
65.311,50.0,-17.6,0.08,48,2.80666666666667,2
99.234,5.0,-17.6,0.005,24,2.80666666666667,2
104.44,5.0,-17.6,0.01,24,2.80666666666667,2
95.86466,150.0,-17.6,8.89196068254521e-11,4,2.80666666666667,2
100.2105,115.0,-17.6,1.5748448852822302e-09,24,2.80666666666667,2
88.72,25.0,-17.6,0.01,48,2.80666666666667,2
100.97,25.0,-17.6,0.001,6,2.80666666666667,2
17.432053,170.0,-17.6,7.31266705140527e-10,24,2.80666666666667,2
94.48621,150.0,-17.6,5.42228971896412e-12,24,2.80666666666667,2
74.169,50.0,-17.6,0.008,48,2.80666666666667,2
85.015,50.0,-17.6,0.0008,48,2.80666666666667,2
96.385,50.0,-17.6,8e-05,48,2.80666666666667,2
93.049,50.0,-17.6,8e-05,48,2.80666666666667,2
97.63636,38.0,-17.6,5.45620310655618e-09,24,2.80666666666667,2
96.0,38.0,-17.6,1.09124062131124e-08,24,2.80666666666667,2
101.6,160.5,-27.8,2.17238833875274e-09,3,2.80666666666667,2
162.02,5.0,-17.6,0.1,24,2.80666666666667,2
103.63636,38.0,-17.6,1.09124062131124e-09,24,2.80666666666667,2
94.416,6.0,-17.6,0.01,24,2.80666666666667,2
93.232,6.0,-17.6,0.0125,24,2.80666666666667,2
92.047,6.0,-17.6,0.025,24,2.80666666666667,2
89.34,6.0,-17.6,0.05,24,2.80666666666667,2
87.31,6.0,-17.6,0.1,24,2.80666666666667,2
77.508,50.0,-17.6,0.08,24,2.80666666666667,2
44.9,60.0,-17.6,0.05,24,2.80666666666667,2
80.466,50.0,-17.6,0.08,24,2.80666666666667,2
90.0,38.0,-17.6,5.45620310655618e-09,24,2.80666666666667,2
64.706,24.59,-17.6,0.01,48,2.80666666666667,2
98.308,6.0,-17.6,0.001,24,2.80666666666667,2
93.48371,150.0,-17.6,8.89196068254521e-11,24,2.80666666666667,2
87.472,60.0,-17.6,0.001,24,2.80666666666667,2
51.774,60.0,-17.6,0.02,24,2.80666666666667,2
131.1093,170.0,-17.6,7.31266705140527e-10,24,2.80666666666667,2
147.12544,170.0,-17.6,1.4625334102810501e-09,24,2.80666666666667,2
21.194798,170.0,-17.6,1.8281667628513197e-11,24,2.80666666666667,2
20.066813,170.0,-17.6,9.140833814256588e-11,24,2.80666666666667,2
19.69641,170.0,-17.6,1.8281667628513202e-10,24,2.80666666666667,2
92.59,100.0,-17.6,5.9878555372590204e-09,3,2.80666666666667,2
84.545456,38.0,-17.6,2.18248124262247e-08,24,2.80666666666667,2
88.328,50.0,-17.6,0.0008,24,2.80666666666667,2
68.222,50.0,-17.6,0.08,48,2.80666666666667,2
61.197,60.0,-17.6,0.01,24,2.80666666666667,2
98.754,50.0,-17.6,8e-06,6,2.80666666666667,2
92.262,50.0,-17.6,0.0008,6,2.80666666666667,2
91.672,50.0,-17.6,0.008,6,2.80666666666667,2
90.295,50.0,-17.6,0.08,6,2.80666666666667,2
97.574,50.0,-17.6,8e-06,24,2.80666666666667,2
93.836,50.0,-17.6,8e-05,24,2.80666666666667,2
85.377,50.0,-17.6,0.008,24,2.80666666666667,2
83.44,50.0,-17.6,0.008,24,2.80666666666667,2
97.574,50.0,-17.6,8e-06,48,2.80666666666667,2
88.338,50.0,-17.6,0.0008,24,2.80666666666667,2
98.659,50.0,-17.6,8e-06,24,2.80666666666667,2
99.344,50.0,-17.6,8e-05,6,2.80666666666667,2
46.833,81.8,-17.6,0.03,48,2.80666666666667,2
97.7578475,11.69,-17.6,5.72731585708328e-06,24,2.80666666666667,2
105.23,21.0,-17.6,0.02,3,2.80666666666667,2
103.2,160.5,-27.8,5.79303557000731e-10,3,2.80666666666667,2
110.4,160.5,-27.8,5.79303557000731e-10,24,2.80666666666667,2
104.0,160.5,-27.8,8.689553355010961e-10,3,2.80666666666667,2
134.4,160.5,-27.8,8.689553355010961e-10,6,2.80666666666667,2
109.6,160.5,-27.8,8.689553355010961e-10,24,2.80666666666667,2
107.2,160.5,-27.8,1.15860711400146e-09,3,2.80666666666667,2
86.71875,35.0,-17.6,6.98292190933996e-08,4,2.80666666666667,2
78.515625,35.0,-17.6,1.39658438186799e-07,4,2.80666666666667,2
69.53125,35.0,-17.6,2.79316876373598e-07,4,2.80666666666667,2
56.640625,35.0,-17.6,4.18975314560398e-07,4,2.80666666666667,2
56.0,100.0,-17.6,1.4969638843147501e-09,3,2.80666666666667,2
135.2,160.5,-27.8,2.89651778500365e-10,6,2.80666666666667,2
68.0,100.0,-17.6,2.9939277686295102e-09,3,2.80666666666667,2
68.59472,35.0,-17.6,4.18975314560398e-07,4,2.80666666666667,2
72.0,100.0,-17.6,1.4969638843147501e-09,3,2.80666666666667,2
90.582959,11.69,-17.6,5.72731585708328e-06,24,2.80666666666667,2
103.08,21.0,-17.6,0.04,3,2.80666666666667,2
11.425,24.59,-17.6,0.1,48,2.80666666666667,2
64.7,24.59,-17.6,0.01,48,2.80666666666667,2
60.52,15.84,-17.6,0.01,48,2.80666666666667,2
15.11,15.84,-17.6,0.06,48,2.80666666666667,2
6.0,15.84,-17.6,0.1,48,2.80666666666667,2
90.724,24.59,-17.6,0.0001,48,2.80666666666667,2
62.0,100.0,-17.6,5.9878555372590204e-09,3,2.80666666666667,2
78.394,24.59,-17.6,0.003,48,2.80666666666667,2
118.4,160.5,-27.8,1.44825889250183e-09,24,2.80666666666667,2
108.05781,420.7,-9.96,1.20627141655347e-10,3,2.80666666666667,1
15.837,81.8,-17.6,0.1,48,2.80666666666667,2
127.4807,420.7,-9.96,1.20627141655347e-10,6,2.80666666666667,1
99.776566,420.7,-9.96,1.20627141655347e-10,24,2.80666666666667,1
108.0,100.0,-17.6,1.4969638843147501e-09,3,2.80666666666667,2
92.130135,100.0,-17.6,1.4969638843147501e-09,3,2.80666666666667,2
61.0,100.0,-17.6,2.9939277686295102e-09,3,2.80666666666667,2
